"","nace_r2","geo","time","values"
"8064","Public administration, defence, education, human health and social work activities","Switzerland",2000-10-01,13032.1
"8065","Public administration, defence, education, human health and social work activities","Cyprus",2000-10-01,587.9
"8066","Public administration, defence, education, human health and social work activities","Czechia",2000-10-01,3431.7
"8067","Public administration, defence, education, human health and social work activities","Finland",2000-10-01,6929.6
"8068","Public administration, defence, education, human health and social work activities","France",2000-10-01,81394.5
"8069","Public administration, defence, education, human health and social work activities","Italy",2000-10-01,54363
"8070","Public administration, defence, education, human health and social work activities","Lithuania",2000-10-01,592.6
"8071","Public administration, defence, education, human health and social work activities","Luxembourg",2000-10-01,880.5
"8072","Public administration, defence, education, human health and social work activities","Latvia",2000-10-01,501.8
"8073","Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies","Switzerland",2000-10-01,1726.4
"8074","Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies","Cyprus",2000-10-01,103.2
"8075","Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies","Czechia",2000-10-01,654.3
"8076","Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies","Finland",2000-10-01,895.3
"8077","Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies","France",2000-10-01,10762.4
"8078","Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies","Hungary",2000-10-01,513.2
"8079","Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies","Italy",2000-10-01,11882.4
"8080","Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies","Lithuania",2000-10-01,80.2
"8081","Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies","Luxembourg",2000-10-01,130.2
"8082","Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies","Latvia",2000-10-01,75.1
"8083","Total - all NACE activities","Austria",2000-10-01,54084.8
"8084","Total - all NACE activities","Switzerland",2000-10-01,74760.9
"8085","Total - all NACE activities","Cyprus",2000-10-01,2708.3
"8086","Total - all NACE activities","Czechia",2000-10-01,21343.6
"8087","Total - all NACE activities","Finland",2000-10-01,34243.8
"8088","Total - all NACE activities","France",2000-10-01,375788.6
"8089","Total - all NACE activities","Hungary",2000-10-01,17078.5
"8090","Total - all NACE activities","Italy",2000-10-01,340302.8
"8091","Total - all NACE activities","Lithuania",2000-10-01,3403.3
"8092","Total - all NACE activities","Luxembourg",2000-10-01,5965.6
"8093","Total - all NACE activities","Latvia",2000-10-01,2249.1
"8094","Total - all NACE activities","Netherlands",2000-10-01,119252.3
"8095","Agriculture, forestry and fishing","Switzerland",2000-07-01,792.4
"8096","Agriculture, forestry and fishing","Cyprus",2000-07-01,112.3
"8097","Agriculture, forestry and fishing","Czechia",2000-07-01,834.1
"8098","Agriculture, forestry and fishing","Finland",2000-07-01,1016.5
"8099","Agriculture, forestry and fishing","France",2000-07-01,7383.7
"8100","Agriculture, forestry and fishing","Italy",2000-07-01,11763.9
"8101","Agriculture, forestry and fishing","Lithuania",2000-07-01,396.8
"8102","Agriculture, forestry and fishing","Luxembourg",2000-07-01,59.6
"8103","Agriculture, forestry and fishing","Latvia",2000-07-01,129.4
"8104","Industry (except construction)","Switzerland",2000-07-01,15515.6
"8105","Industry (except construction)","Cyprus",2000-07-01,294.8
"8106","Industry (except construction)","Czechia",2000-07-01,5562.8
"8107","Industry (except construction)","Finland",2000-07-01,7959.1
"8108","Industry (except construction)","France",2000-07-01,56373.2
"8109","Industry (except construction)","Hungary",2000-07-01,4047.2
"8110","Industry (except construction)","Italy",2000-07-01,61128.9
"8111","Industry (except construction)","Lithuania",2000-07-01,710.4
"8112","Industry (except construction)","Luxembourg",2000-07-01,639
"8113","Industry (except construction)","Latvia",2000-07-01,351
"8114","Manufacturing","Switzerland",2000-07-01,13458
"8115","Manufacturing","Cyprus",2000-07-01,232.5
"8116","Manufacturing","Czechia",2000-07-01,4583.9
"8117","Manufacturing","Finland",2000-07-01,7156.7
"8118","Manufacturing","France",2000-07-01,47564.9
"8119","Manufacturing","Hungary",2000-07-01,3271.3
"8120","Manufacturing","Italy",2000-07-01,52637.5
"8121","Manufacturing","Lithuania",2000-07-01,586.4
"8122","Manufacturing","Luxembourg",2000-07-01,540.4
"8123","Manufacturing","Latvia",2000-07-01,291
"8124","Construction","Switzerland",2000-07-01,3830.4
"8125","Construction","Cyprus",2000-07-01,189
"8126","Construction","Czechia",2000-07-01,1553
"8127","Construction","Finland",2000-07-01,2321.6
"8128","Construction","France",2000-07-01,19825.8
"8129","Construction","Italy",2000-07-01,16586.3
"8130","Construction","Lithuania",2000-07-01,221.5
"8131","Construction","Luxembourg",2000-07-01,312.6
"8132","Construction","Latvia",2000-07-01,149.6
"8133","Wholesale and retail trade, transport, accomodation and food service activities","Switzerland",2000-07-01,15379.5
"8134","Wholesale and retail trade, transport, accomodation and food service activities","Cyprus",2000-07-01,776.1
"8135","Wholesale and retail trade, transport, accomodation and food service activities","Czechia",2000-07-01,4272
"8136","Wholesale and retail trade, transport, accomodation and food service activities","Finland",2000-07-01,5319.4
"8137","Wholesale and retail trade, transport, accomodation and food service activities","France",2000-07-01,66211.8
"8138","Wholesale and retail trade, transport, accomodation and food service activities","Italy",2000-07-01,69121.4
"8139","Wholesale and retail trade, transport, accomodation and food service activities","Lithuania",2000-07-01,917.9
"8140","Wholesale and retail trade, transport, accomodation and food service activities","Luxembourg",2000-07-01,1022.3
"8141","Wholesale and retail trade, transport, accomodation and food service activities","Latvia",2000-07-01,534.9
"8142","Information and communication","Switzerland",2000-07-01,3156.4
"8143","Information and communication","Cyprus",2000-07-01,78.6
"8144","Information and communication","Czechia",2000-07-01,824.5
"8145","Information and communication","Finland",2000-07-01,1257.8
"8146","Information and communication","France",2000-07-01,15713.5
"8147","Information and communication","Italy",2000-07-01,10341.9
"8148","Information and communication","Lithuania",2000-07-01,153
"8149","Information and communication","Luxembourg",2000-07-01,322.3
"8150","Information and communication","Latvia",2000-07-01,106.7
"8151","Financial and insurance activities","Switzerland",2000-07-01,8609.3
"8152","Financial and insurance activities","Cyprus",2000-07-01,177.6
"8153","Financial and insurance activities","Czechia",2000-07-01,776.2
"8154","Financial and insurance activities","Finland",2000-07-01,968
"8155","Financial and insurance activities","France",2000-07-01,13600.5
"8156","Financial and insurance activities","Italy",2000-07-01,15344.1
"8157","Financial and insurance activities","Lithuania",2000-07-01,91.1
"8158","Financial and insurance activities","Luxembourg",2000-07-01,1393.5
"8159","Financial and insurance activities","Latvia",2000-07-01,87.2
"8160","Real estate activities","Switzerland",2000-07-01,5629.8
"8161","Real estate activities","Cyprus",2000-07-01,219.7
"8162","Real estate activities","Czechia",2000-07-01,1967.1
"8163","Real estate activities","Finland",2000-07-01,3322
"8164","Real estate activities","France",2000-07-01,44345.7
"8165","Real estate activities","Italy",2000-07-01,37157
"8166","Real estate activities","Lithuania",2000-07-01,264.2
"8167","Real estate activities","Luxembourg",2000-07-01,521
"8168","Real estate activities","Latvia",2000-07-01,216.9
"8169","Professional, scientific and technical activities; administrative and support service activities","Switzerland",2000-07-01,6026.7
"8170","Professional, scientific and technical activities; administrative and support service activities","Cyprus",2000-07-01,214
"8171","Professional, scientific and technical activities; administrative and support service activities","Czechia",2000-07-01,1161.9
"8172","Professional, scientific and technical activities; administrative and support service activities","Finland",2000-07-01,1938.1
"8173","Professional, scientific and technical activities; administrative and support service activities","France",2000-07-01,44985.4
"8174","Professional, scientific and technical activities; administrative and support service activities","Italy",2000-07-01,27970.6
"8175","Professional, scientific and technical activities; administrative and support service activities","Lithuania",2000-07-01,133.9
"8176","Professional, scientific and technical activities; administrative and support service activities","Luxembourg",2000-07-01,454.1
"8177","Professional, scientific and technical activities; administrative and support service activities","Latvia",2000-07-01,117.9
"8178","Public administration, defence, education, human health and social work activities","Switzerland",2000-07-01,12925.1
"8179","Public administration, defence, education, human health and social work activities","Cyprus",2000-07-01,562
"8180","Public administration, defence, education, human health and social work activities","Czechia",2000-07-01,3527.9
"8181","Public administration, defence, education, human health and social work activities","Finland",2000-07-01,7055.5
"8182","Public administration, defence, education, human health and social work activities","France",2000-07-01,79365.8
"8183","Public administration, defence, education, human health and social work activities","Italy",2000-07-01,54997
"8184","Public administration, defence, education, human health and social work activities","Lithuania",2000-07-01,572.8
"8185","Public administration, defence, education, human health and social work activities","Luxembourg",2000-07-01,842.7
"8186","Public administration, defence, education, human health and social work activities","Latvia",2000-07-01,331.9
"8187","Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies","Switzerland",2000-07-01,1723.8
"8188","Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies","Cyprus",2000-07-01,107.5
"8189","Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies","Czechia",2000-07-01,593.8
"8190","Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies","Finland",2000-07-01,893.6
"8191","Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies","France",2000-07-01,10569
"8192","Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies","Hungary",2000-07-01,502
"8193","Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies","Italy",2000-07-01,11620.2
"8194","Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies","Lithuania",2000-07-01,77.8
"8195","Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies","Luxembourg",2000-07-01,118.8
"8196","Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies","Latvia",2000-07-01,57.5
"8197","Total - all NACE activities","Austria",2000-07-01,52176
"8198","Total - all NACE activities","Switzerland",2000-07-01,73625
"8199","Total - all NACE activities","Cyprus",2000-07-01,2730.4
"8200","Total - all NACE activities","Czechia",2000-07-01,21029.4
"8201","Total - all NACE activities","Finland",2000-07-01,31820.6
"8202","Total - all NACE activities","France",2000-07-01,357148.6
"8203","Total - all NACE activities","Hungary",2000-07-01,16282.3
"8204","Total - all NACE activities","Italy",2000-07-01,316235.9
"8205","Total - all NACE activities","Lithuania",2000-07-01,3542.4
"8206","Total - all NACE activities","Luxembourg",2000-07-01,5694.5
"8207","Total - all NACE activities","Latvia",2000-07-01,2071.3
"8208","Total - all NACE activities","Netherlands",2000-07-01,112322.6
"8209","Agriculture, forestry and fishing","Switzerland",2000-04-01,792.8
"8210","Agriculture, forestry and fishing","Cyprus",2000-04-01,100.3
"8211","Agriculture, forestry and fishing","Czechia",2000-04-01,429.2
"8212","Agriculture, forestry and fishing","Finland",2000-04-01,940.7
"8213","Agriculture, forestry and fishing","France",2000-04-01,7550.3
"8214","Agriculture, forestry and fishing","Italy",2000-04-01,6515.5
"8215","Agriculture, forestry and fishing","Lithuania",2000-04-01,182.8
"8216","Agriculture, forestry and fishing","Luxembourg",2000-04-01,41.1
"8217","Agriculture, forestry and fishing","Latvia",2000-04-01,124
"8218","Industry (except construction)","Switzerland",2000-04-01,15707.9
"8219","Industry (except construction)","Cyprus",2000-04-01,315.3
"8220","Industry (except construction)","Czechia",2000-04-01,5916
"8221","Industry (except construction)","Finland",2000-04-01,8148.7
"8222","Industry (except construction)","France",2000-04-01,60685.6
"8223","Industry (except construction)","Hungary",2000-04-01,3946.7
"8224","Industry (except construction)","Italy",2000-04-01,70502.6
"8225","Industry (except construction)","Lithuania",2000-04-01,697.2
"8226","Industry (except construction)","Luxembourg",2000-04-01,685.7
"8227","Industry (except construction)","Latvia",2000-04-01,349.4
"8228","Manufacturing","Switzerland",2000-04-01,13524.1
"8229","Manufacturing","Cyprus",2000-04-01,267.1
"8230","Manufacturing","Czechia",2000-04-01,4752.2
"8231","Manufacturing","Finland",2000-04-01,7357.6
"8232","Manufacturing","France",2000-04-01,51214.8
"8233","Manufacturing","Hungary",2000-04-01,3154.8
"8234","Manufacturing","Italy",2000-04-01,61685.5
"8235","Manufacturing","Lithuania",2000-04-01,570.8
"8236","Manufacturing","Luxembourg",2000-04-01,582.3
"8237","Manufacturing","Latvia",2000-04-01,284.3
"8238","Construction","Switzerland",2000-04-01,3736.1
"8239","Construction","Cyprus",2000-04-01,194.3
"8240","Construction","Czechia",2000-04-01,1307.7
"8241","Construction","Finland",2000-04-01,2015.8
"8242","Construction","France",2000-04-01,20045.5
"8243","Construction","Italy",2000-04-01,17492.7
"8244","Construction","Lithuania",2000-04-01,181.1
"8245","Construction","Luxembourg",2000-04-01,368.1
"8246","Construction","Latvia",2000-04-01,122.4
"8247","Wholesale and retail trade, transport, accomodation and food service activities","Switzerland",2000-04-01,14551
"8248","Wholesale and retail trade, transport, accomodation and food service activities","Cyprus",2000-04-01,759.2
"8249","Wholesale and retail trade, transport, accomodation and food service activities","Czechia",2000-04-01,4091
"8250","Wholesale and retail trade, transport, accomodation and food service activities","Finland",2000-04-01,5377.8
"8251","Wholesale and retail trade, transport, accomodation and food service activities","France",2000-04-01,67258.6
"8252","Wholesale and retail trade, transport, accomodation and food service activities","Italy",2000-04-01,68008.8
"8253","Wholesale and retail trade, transport, accomodation and food service activities","Lithuania",2000-04-01,908.5
"8254","Wholesale and retail trade, transport, accomodation and food service activities","Luxembourg",2000-04-01,1044.9
"8255","Wholesale and retail trade, transport, accomodation and food service activities","Latvia",2000-04-01,499.1
"8256","Information and communication","Switzerland",2000-04-01,3125.7
"8257","Information and communication","Cyprus",2000-04-01,73.1
"8258","Information and communication","Czechia",2000-04-01,775.4
"8259","Information and communication","Finland",2000-04-01,1295.5
"8260","Information and communication","France",2000-04-01,15822.1
"8261","Information and communication","Italy",2000-04-01,10881.6
"8262","Information and communication","Lithuania",2000-04-01,149.4
"8263","Information and communication","Luxembourg",2000-04-01,314.2
"8264","Information and communication","Latvia",2000-04-01,97.5
"8265","Financial and insurance activities","Switzerland",2000-04-01,8738.6
"8266","Financial and insurance activities","Cyprus",2000-04-01,240
"8267","Financial and insurance activities","Czechia",2000-04-01,921
"8268","Financial and insurance activities","Finland",2000-04-01,955.9
"8269","Financial and insurance activities","France",2000-04-01,13824.7
"8270","Financial and insurance activities","Italy",2000-04-01,16256.5
"8271","Financial and insurance activities","Lithuania",2000-04-01,91
"8272","Financial and insurance activities","Luxembourg",2000-04-01,1384.5
"8273","Financial and insurance activities","Latvia",2000-04-01,74.2
"8274","Real estate activities","Switzerland",2000-04-01,5614
"8275","Real estate activities","Cyprus",2000-04-01,217.6
"8276","Real estate activities","Czechia",2000-04-01,1869.8
"8277","Real estate activities","Finland",2000-04-01,3351
"8278","Real estate activities","France",2000-04-01,43975.8
"8279","Real estate activities","Italy",2000-04-01,37337.9
"8280","Real estate activities","Lithuania",2000-04-01,259.4
"8281","Real estate activities","Luxembourg",2000-04-01,510.8
"8282","Real estate activities","Latvia",2000-04-01,250.8
"8283","Professional, scientific and technical activities; administrative and support service activities","Switzerland",2000-04-01,5990.3
"8284","Professional, scientific and technical activities; administrative and support service activities","Cyprus",2000-04-01,213.8
"8285","Professional, scientific and technical activities; administrative and support service activities","Czechia",2000-04-01,1264.4
"8286","Professional, scientific and technical activities; administrative and support service activities","Finland",2000-04-01,2084.6
"8287","Professional, scientific and technical activities; administrative and support service activities","France",2000-04-01,46501
"8288","Professional, scientific and technical activities; administrative and support service activities","Italy",2000-04-01,30963.2
"8289","Professional, scientific and technical activities; administrative and support service activities","Lithuania",2000-04-01,141.5
"8290","Professional, scientific and technical activities; administrative and support service activities","Luxembourg",2000-04-01,468.3
"8291","Professional, scientific and technical activities; administrative and support service activities","Latvia",2000-04-01,124.2
"8292","Public administration, defence, education, human health and social work activities","Switzerland",2000-04-01,12804.8
"8293","Public administration, defence, education, human health and social work activities","Cyprus",2000-04-01,574.9
"8294","Public administration, defence, education, human health and social work activities","Czechia",2000-04-01,3445.2
"8295","Public administration, defence, education, human health and social work activities","Finland",2000-04-01,6873
"8296","Public administration, defence, education, human health and social work activities","France",2000-04-01,80290.2
"8297","Public administration, defence, education, human health and social work activities","Italy",2000-04-01,54312.9
"8298","Public administration, defence, education, human health and social work activities","Lithuania",2000-04-01,561.7
"8299","Public administration, defence, education, human health and social work activities","Luxembourg",2000-04-01,854.8
"8300","Public administration, defence, education, human health and social work activities","Latvia",2000-04-01,377.4
"8301","Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies","Switzerland",2000-04-01,1713.7
"8302","Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies","Cyprus",2000-04-01,100.9
"8303","Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies","Czechia",2000-04-01,611.8
"8304","Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies","Finland",2000-04-01,912.3
"8305","Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies","France",2000-04-01,10717.4
"8306","Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies","Hungary",2000-04-01,482.7
"8307","Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies","Italy",2000-04-01,11683
"8308","Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies","Lithuania",2000-04-01,79.5
"8309","Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies","Luxembourg",2000-04-01,121.4
"8310","Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies","Latvia",2000-04-01,53
"8311","Total - all NACE activities","Austria",2000-04-01,51346.2
"8312","Total - all NACE activities","Switzerland",2000-04-01,72837.2
"8313","Total - all NACE activities","Cyprus",2000-04-01,2786.1
"8314","Total - all NACE activities","Czechia",2000-04-01,20472.1
"8315","Total - all NACE activities","Finland",2000-04-01,31895.7
"8316","Total - all NACE activities","France",2000-04-01,366025.4
"8317","Total - all NACE activities","Hungary",2000-04-01,15729.4
"8318","Total - all NACE activities","Italy",2000-04-01,324015.6
"8319","Total - all NACE activities","Lithuania",2000-04-01,3228
"8320","Total - all NACE activities","Luxembourg",2000-04-01,5797.4
"8321","Total - all NACE activities","Latvia",2000-04-01,2036.4
"8322","Total - all NACE activities","Netherlands",2000-04-01,115125.7
"8323","Agriculture, forestry and fishing","Switzerland",2000-01-01,779.6
"8324","Agriculture, forestry and fishing","Cyprus",2000-01-01,101.9
"8325","Agriculture, forestry and fishing","Czechia",2000-01-01,353.4
"8326","Agriculture, forestry and fishing","Finland",2000-01-01,884.3
"8327","Agriculture, forestry and fishing","France",2000-01-01,7617.4
"8328","Agriculture, forestry and fishing","Italy",2000-01-01,2780.3
"8329","Agriculture, forestry and fishing","Lithuania",2000-01-01,132.8
"8330","Agriculture, forestry and fishing","Luxembourg",2000-01-01,43
"8331","Agriculture, forestry and fishing","Latvia",2000-01-01,75.8
"8332","Industry (except construction)","Switzerland",2000-01-01,15401.7
"8333","Industry (except construction)","Cyprus",2000-01-01,317
"8334","Industry (except construction)","Czechia",2000-01-01,5484.5
"8335","Industry (except construction)","Finland",2000-01-01,7505.7
"8336","Industry (except construction)","France",2000-01-01,61128.1
"8337","Industry (except construction)","Hungary",2000-01-01,3753.8
"8338","Industry (except construction)","Italy",2000-01-01,67872.5
"8339","Industry (except construction)","Lithuania",2000-01-01,683.9
"8340","Industry (except construction)","Luxembourg",2000-01-01,685.6
"8341","Industry (except construction)","Latvia",2000-01-01,354.8
"8342","Manufacturing","Switzerland",2000-01-01,13290.3
"8343","Manufacturing","Cyprus",2000-01-01,265.4
"8344","Manufacturing","Czechia",2000-01-01,4096.7
"8345","Manufacturing","Finland",2000-01-01,6599.5
"8346","Manufacturing","France",2000-01-01,50154.8
"8347","Manufacturing","Hungary",2000-01-01,2912.3
"8348","Manufacturing","Italy",2000-01-01,58639.2
"8349","Manufacturing","Lithuania",2000-01-01,495.8
"8350","Manufacturing","Luxembourg",2000-01-01,566.4
"8351","Manufacturing","Latvia",2000-01-01,261.5
"8352","Construction","Switzerland",2000-01-01,3477.9
"8353","Construction","Cyprus",2000-01-01,166
"8354","Construction","Czechia",2000-01-01,1110.8
"8355","Construction","Finland",2000-01-01,1759.9
"8356","Construction","France",2000-01-01,19202
"8357","Construction","Italy",2000-01-01,16179.2
"8358","Construction","Lithuania",2000-01-01,114.8
"8359","Construction","Luxembourg",2000-01-01,335.9
"8360","Construction","Latvia",2000-01-01,83
"8361","Wholesale and retail trade, transport, accomodation and food service activities","Switzerland",2000-01-01,14329
"8362","Wholesale and retail trade, transport, accomodation and food service activities","Cyprus",2000-01-01,642.2
"8363","Wholesale and retail trade, transport, accomodation and food service activities","Czechia",2000-01-01,3591.4
"8364","Wholesale and retail trade, transport, accomodation and food service activities","Finland",2000-01-01,4930.1
"8365","Wholesale and retail trade, transport, accomodation and food service activities","France",2000-01-01,66464.5
"8366","Wholesale and retail trade, transport, accomodation and food service activities","Italy",2000-01-01,61924.5
"8367","Wholesale and retail trade, transport, accomodation and food service activities","Lithuania",2000-01-01,820.7
"8368","Wholesale and retail trade, transport, accomodation and food service activities","Luxembourg",2000-01-01,984.9
"8369","Wholesale and retail trade, transport, accomodation and food service activities","Latvia",2000-01-01,466.3
"8370","Information and communication","Switzerland",2000-01-01,2965.7
"8371","Information and communication","Cyprus",2000-01-01,65.4
"8372","Information and communication","Czechia",2000-01-01,763.6
"8373","Information and communication","Finland",2000-01-01,1386.8
"8374","Information and communication","France",2000-01-01,15570.6
"8375","Information and communication","Italy",2000-01-01,11497.4
"8376","Information and communication","Lithuania",2000-01-01,146.1
"8377","Information and communication","Luxembourg",2000-01-01,293.4
"8378","Information and communication","Latvia",2000-01-01,112.1
"8379","Financial and insurance activities","Switzerland",2000-01-01,8955.8
"8380","Financial and insurance activities","Cyprus",2000-01-01,195.9
"8381","Financial and insurance activities","Czechia",2000-01-01,976.5
"8382","Financial and insurance activities","Finland",2000-01-01,958
"8383","Financial and insurance activities","France",2000-01-01,13479.3
"8384","Financial and insurance activities","Italy",2000-01-01,15357.3
"8385","Financial and insurance activities","Lithuania",2000-01-01,88.5
"8386","Financial and insurance activities","Luxembourg",2000-01-01,1491
"8387","Financial and insurance activities","Latvia",2000-01-01,80.8
"8388","Real estate activities","Switzerland",2000-01-01,5604
"8389","Real estate activities","Cyprus",2000-01-01,215.2
"8390","Real estate activities","Czechia",2000-01-01,1684.5
"8391","Real estate activities","Finland",2000-01-01,3294
"8392","Real estate activities","France",2000-01-01,43106.8
"8393","Real estate activities","Italy",2000-01-01,37181.2
"8394","Real estate activities","Lithuania",2000-01-01,257
"8395","Real estate activities","Luxembourg",2000-01-01,493.9
"8396","Real estate activities","Latvia",2000-01-01,236.4
"8397","Professional, scientific and technical activities; administrative and support service activities","Switzerland",2000-01-01,5967.3
"8398","Professional, scientific and technical activities; administrative and support service activities","Cyprus",2000-01-01,209.2
"8399","Professional, scientific and technical activities; administrative and support service activities","Czechia",2000-01-01,1200.7
"8400","Professional, scientific and technical activities; administrative and support service activities","Finland",2000-01-01,1908.6
"8401","Professional, scientific and technical activities; administrative and support service activities","France",2000-01-01,44899.7
"8402","Professional, scientific and technical activities; administrative and support service activities","Italy",2000-01-01,28912.6
"8403","Professional, scientific and technical activities; administrative and support service activities","Lithuania",2000-01-01,132.6
"8404","Professional, scientific and technical activities; administrative and support service activities","Luxembourg",2000-01-01,443.6
"8405","Professional, scientific and technical activities; administrative and support service activities","Latvia",2000-01-01,99.7
"8406","Public administration, defence, education, human health and social work activities","Switzerland",2000-01-01,12714
"8407","Public administration, defence, education, human health and social work activities","Cyprus",2000-01-01,576.7
"8408","Public administration, defence, education, human health and social work activities","Czechia",2000-01-01,3440
"8409","Public administration, defence, education, human health and social work activities","Finland",2000-01-01,6773.3
"8410","Public administration, defence, education, human health and social work activities","France",2000-01-01,80575.8
"8411","Public administration, defence, education, human health and social work activities","Italy",2000-01-01,53528.3
"8412","Public administration, defence, education, human health and social work activities","Lithuania",2000-01-01,560.1
"8413","Public administration, defence, education, human health and social work activities","Luxembourg",2000-01-01,856.1
"8414","Public administration, defence, education, human health and social work activities","Latvia",2000-01-01,304
"8415","Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies","Switzerland",2000-01-01,1712.4
"8416","Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies","Cyprus",2000-01-01,98.6
"8417","Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies","Czechia",2000-01-01,576.6
"8418","Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies","Finland",2000-01-01,851.9
"8419","Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies","France",2000-01-01,10545.6
"8420","Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies","Hungary",2000-01-01,456.4
"8421","Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies","Italy",2000-01-01,11624.6
"8422","Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies","Lithuania",2000-01-01,74.2
"8423","Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies","Luxembourg",2000-01-01,115
"8424","Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies","Latvia",2000-01-01,57.3
"8425","Total - all NACE activities","Austria",2000-01-01,48227.2
"8426","Total - all NACE activities","Switzerland",2000-01-01,71978.2
"8427","Total - all NACE activities","Cyprus",2000-01-01,2558
"8428","Total - all NACE activities","Czechia",2000-01-01,18932
"8429","Total - all NACE activities","Finland",2000-01-01,30069.8
"8430","Total - all NACE activities","France",2000-01-01,362229.3
"8431","Total - all NACE activities","Hungary",2000-01-01,14238.9
"8432","Total - all NACE activities","Italy",2000-01-01,306135.8
"8433","Total - all NACE activities","Lithuania",2000-01-01,2987.7
"8434","Total - all NACE activities","Luxembourg",2000-01-01,5766.7
"8435","Total - all NACE activities","Latvia",2000-01-01,1820
"8436","Total - all NACE activities","Netherlands",2000-01-01,113051
"8437","Agriculture, forestry and fishing","Switzerland",1999-10-01,749.7
"8438","Agriculture, forestry and fishing","Cyprus",1999-10-01,104.2
"8439","Agriculture, forestry and fishing","Czechia",1999-10-01,366.9
"8440","Agriculture, forestry and fishing","Finland",1999-10-01,932.9
"8441","Agriculture, forestry and fishing","France",1999-10-01,7601.1
"8442","Agriculture, forestry and fishing","Italy",1999-10-01,11282.4
"8443","Agriculture, forestry and fishing","Lithuania",1999-10-01,166.9
"8444","Agriculture, forestry and fishing","Luxembourg",1999-10-01,50.5
"8445","Agriculture, forestry and fishing","Latvia",1999-10-01,72.2
"8446","Industry (except construction)","Switzerland",1999-10-01,16190.3
"8447","Industry (except construction)","Cyprus",1999-10-01,308.2
"8448","Industry (except construction)","Czechia",1999-10-01,5622.7
"8449","Industry (except construction)","Finland",1999-10-01,7948.9
"8450","Industry (except construction)","France",1999-10-01,60898.7
"8451","Industry (except construction)","Hungary",1999-10-01,4214
"8452","Industry (except construction)","Italy",1999-10-01,67938.7
"8453","Industry (except construction)","Lithuania",1999-10-01,718.4
"8454","Industry (except construction)","Luxembourg",1999-10-01,664.8
"8455","Industry (except construction)","Latvia",1999-10-01,413.9
"8456","Manufacturing","Switzerland",1999-10-01,13985.3
"8457","Manufacturing","Cyprus",1999-10-01,255.7
"8458","Manufacturing","Czechia",1999-10-01,4330.4
"8459","Manufacturing","Finland",1999-10-01,7058.4
"8460","Manufacturing","France",1999-10-01,50370.2
"8461","Manufacturing","Hungary",1999-10-01,3337.2
"8462","Manufacturing","Italy",1999-10-01,58833.5
"8463","Manufacturing","Lithuania",1999-10-01,524.8
"8464","Manufacturing","Luxembourg",1999-10-01,561
"8465","Manufacturing","Latvia",1999-10-01,274.9
"8466","Construction","Switzerland",1999-10-01,3536.1
"8467","Construction","Cyprus",1999-10-01,240.5
"8468","Construction","Czechia",1999-10-01,1750.3
"8469","Construction","Finland",1999-10-01,2366.9
