GDP,Geography,Industry,Quarter
"27,227",California,Utilities,2006 Q1
"2,961",Colorado,Utilities,2006 Q1
"3,729",Connecticut,Utilities,2006 Q1
856,Delaware,Utilities,2006 Q1
"1,135",District of Columbia,Utilities,2006 Q1
"37,142",Far West,Utilities,2006 Q1
"15,217",Florida,Utilities,2006 Q1
"8,340",Georgia,Utilities,2006 Q1
"37,351",Great Lakes,Utilities,2006 Q1
"1,310",Hawaii,Utilities,2006 Q1
782,Idaho,Utilities,2006 Q1
"11,279",Illinois,Utilities,2006 Q1
"5,414",Indiana,Utilities,2006 Q1
"2,328",Iowa,Utilities,2006 Q1
"2,143",Kansas,Utilities,2006 Q1
"2,669",Kentucky,Utilities,2006 Q1
"4,389",Louisiana,Utilities,2006 Q1
917,Maine,Utilities,2006 Q1
"4,996",Maryland,Utilities,2006 Q1
"4,725",Massachusetts,Utilities,2006 Q1
"7,952",Michigan,Utilities,2006 Q1
"45,482",Mideast,Utilities,2006 Q1
"3,824",Minnesota,Utilities,2006 Q1
"2,572",Mississippi,Utilities,2006 Q1
"3,939",Missouri,Utilities,2006 Q1
918,Montana,Utilities,2006 Q1
"1,498",Nebraska,Utilities,2006 Q1
"2,160",Nevada,Utilities,2006 Q1
"11,860",New England,Utilities,2006 Q1
"1,166",New Hampshire,Utilities,2006 Q1
"8,486",New Jersey,Utilities,2006 Q1
"1,208",New Mexico,Utilities,2006 Q1
"19,268",New York,Utilities,2006 Q1
"5,716",North Carolina,Utilities,2006 Q1
990,North Dakota,Utilities,2006 Q1
"8,258",Ohio,Utilities,2006 Q1
"3,443",Oklahoma,Utilities,2006 Q1
"2,270",Oregon,Utilities,2006 Q1
"10,743",Pennsylvania,Utilities,2006 Q1
"15,332",Plains,Utilities,2006 Q1
763,Rhode Island,Utilities,2006 Q1
"6,868",Rocky Mountain,Utilities,2006 Q1
"4,476",South Carolina,Utilities,2006 Q1
609,South Dakota,Utilities,2006 Q1
"59,869",Southeast,Utilities,2006 Q1
"38,226",Southwest,Utilities,2006 Q1
"1,529",Tennessee,Utilities,2006 Q1
"28,770",Texas,Utilities,2006 Q1
"252,144",United States,Utilities,2006 Q1
"1,454",Utah,Utilities,2006 Q1
560,Vermont,Utilities,2006 Q1
"5,802",Virginia,Utilities,2006 Q1
"3,586",Washington,Utilities,2006 Q1
"1,840",West Virginia,Utilities,2006 Q1
"4,447",Wisconsin,Utilities,2006 Q1
753,Wyoming,Utilities,2006 Q1
"10,944",Alabama,Wholesale trade,2006 Q1
"1,099",Alaska,Wholesale trade,2006 Q1
"15,391",Arizona,Wholesale trade,2006 Q1
"7,614",Arkansas,Wholesale trade,2006 Q1
"114,848",California,Wholesale trade,2006 Q1
"14,244",Colorado,Wholesale trade,2006 Q1
"14,134",Connecticut,Wholesale trade,2006 Q1
"2,594",Delaware,Wholesale trade,2006 Q1
881,District of Columbia,Wholesale trade,2006 Q1
"156,791",Far West,Wholesale trade,2006 Q1
"57,027",Florida,Wholesale trade,2006 Q1
"35,280",Georgia,Wholesale trade,2006 Q1
"142,967",Great Lakes,Wholesale trade,2006 Q1
"2,209",Hawaii,Wholesale trade,2006 Q1
"3,262",Idaho,Wholesale trade,2006 Q1
"49,514",Illinois,Wholesale trade,2006 Q1
"16,366",Indiana,Wholesale trade,2006 Q1
"8,013",Iowa,Wholesale trade,2006 Q1
"8,324",Kansas,Wholesale trade,2006 Q1
"11,209",Kentucky,Wholesale trade,2006 Q1
"10,708",Louisiana,Wholesale trade,2006 Q1
"3,012",Maine,Wholesale trade,2006 Q1
"15,385",Maryland,Wholesale trade,2006 Q1
"23,799",Massachusetts,Wholesale trade,2006 Q1
"27,904",Michigan,Wholesale trade,2006 Q1
"159,860",Mideast,Wholesale trade,2006 Q1
"19,546",Minnesota,Wholesale trade,2006 Q1
"5,037",Mississippi,Wholesale trade,2006 Q1
"17,217",Missouri,Wholesale trade,2006 Q1
"2,051",Montana,Wholesale trade,2006 Q1
"5,070",Nebraska,Wholesale trade,2006 Q1
"5,929",Nevada,Wholesale trade,2006 Q1
"49,213",New England,Wholesale trade,2006 Q1
"4,173",New Hampshire,Wholesale trade,2006 Q1
"41,635",New Jersey,Wholesale trade,2006 Q1
"2,987",New Mexico,Wholesale trade,2006 Q1
"62,399",New York,Wholesale trade,2006 Q1
"23,568",North Carolina,Wholesale trade,2006 Q1
"2,325",North Dakota,Wholesale trade,2006 Q1
"33,568",Ohio,Wholesale trade,2006 Q1
"8,193",Oklahoma,Wholesale trade,2006 Q1
"11,963",Oregon,Wholesale trade,2006 Q1
"36,966",Pennsylvania,Wholesale trade,2006 Q1
"62,639",Plains,Wholesale trade,2006 Q1
"2,747",Rhode Island,Wholesale trade,2006 Q1
"26,773",Rocky Mountain,Wholesale trade,2006 Q1
"10,304",South Carolina,Wholesale trade,2006 Q1
"2,143",South Dakota,Wholesale trade,2006 Q1
"212,422",Southeast,Wholesale trade,2006 Q1
"109,551",Southwest,Wholesale trade,2006 Q1
"18,947",Tennessee,Wholesale trade,2006 Q1
"82,980",Texas,Wholesale trade,2006 Q1
"920,251",United States,Wholesale trade,2006 Q1
"5,978",Utah,Wholesale trade,2006 Q1
"1,347",Vermont,Wholesale trade,2006 Q1
"18,625",Virginia,Wholesale trade,2006 Q1
"20,743",Washington,Wholesale trade,2006 Q1
"3,158",West Virginia,Wholesale trade,2006 Q1
"15,614",Wisconsin,Wholesale trade,2006 Q1
"1,239",Wyoming,Wholesale trade,2006 Q1
"4,404",Alabama,Accommodation and food services,2006 Q2
"1,221",Alaska,Accommodation and food services,2006 Q2
"9,371",Arizona,Accommodation and food services,2006 Q2
"2,558",Arkansas,Accommodation and food services,2006 Q2
"54,551",California,Accommodation and food services,2006 Q2
"8,336",Colorado,Accommodation and food services,2006 Q2
"4,544",Connecticut,Accommodation and food services,2006 Q2
"1,206",Delaware,Accommodation and food services,2006 Q2
"3,149",District of Columbia,Accommodation and food services,2006 Q2
"95,754",Far West,Accommodation and food services,2006 Q2
"32,978",Florida,Accommodation and food services,2006 Q2
"12,749",Georgia,Accommodation and food services,2006 Q2
"53,771",Great Lakes,Accommodation and food services,2006 Q2
"5,644",Hawaii,Accommodation and food services,2006 Q2
"1,511",Idaho,Accommodation and food services,2006 Q2
"17,653",Illinois,Accommodation and food services,2006 Q2
"6,814",Indiana,Accommodation and food services,2006 Q2
"3,006",Iowa,Accommodation and food services,2006 Q2
"3,398",Kansas,Accommodation and food services,2006 Q2
"4,852",Kentucky,Accommodation and food services,2006 Q2
"5,567",Louisiana,Accommodation and food services,2006 Q2
"1,884",Maine,Accommodation and food services,2006 Q2
"8,085",Maryland,Accommodation and food services,2006 Q2
"10,380",Massachusetts,Accommodation and food services,2006 Q2
"10,503",Michigan,Accommodation and food services,2006 Q2
"67,413",Mideast,Accommodation and food services,2006 Q2
"6,807",Minnesota,Accommodation and food services,2006 Q2
"3,694",Mississippi,Accommodation and food services,2006 Q2
"7,294",Missouri,Accommodation and food services,2006 Q2
"1,273",Montana,Accommodation and food services,2006 Q2
"1,934",Nebraska,Accommodation and food services,2006 Q2
"19,841",Nevada,Accommodation and food services,2006 Q2
"21,795",New England,Accommodation and food services,2006 Q2
"2,044",New Hampshire,Accommodation and food services,2006 Q2
"12,466",New Jersey,Accommodation and food services,2006 Q2
"2,466",New Mexico,Accommodation and food services,2006 Q2
"29,104",New York,Accommodation and food services,2006 Q2
"9,890",North Carolina,Accommodation and food services,2006 Q2
758,North Dakota,Accommodation and food services,2006 Q2
"12,463",Ohio,Accommodation and food services,2006 Q2
"3,738",Oklahoma,Accommodation and food services,2006 Q2
"4,635",Oregon,Accommodation and food services,2006 Q2
"13,402",Pennsylvania,Accommodation and food services,2006 Q2
"24,222",Plains,Accommodation and food services,2006 Q2
"1,721",Rhode Island,Accommodation and food services,2006 Q2
"15,108",Rocky Mountain,Accommodation and food services,2006 Q2
"6,119",South Carolina,Accommodation and food services,2006 Q2
"1,029",South Dakota,Accommodation and food services,2006 Q2
"104,146",Southeast,Accommodation and food services,2006 Q2
"47,510",Southwest,Accommodation and food services,2006 Q2
"8,809",Tennessee,Accommodation and food services,2006 Q2
"31,930",Texas,Accommodation and food services,2006 Q2
"429,744",United States,Accommodation and food services,2006 Q2
"2,897",Utah,Accommodation and food services,2006 Q2
"1,222",Vermont,Accommodation and food services,2006 Q2
"10,537",Virginia,Accommodation and food services,2006 Q2
"9,812",Washington,Accommodation and food services,2006 Q2
"1,988",West Virginia,Accommodation and food services,2006 Q2
"6,341",Wisconsin,Accommodation and food services,2006 Q2
"1,091",Wyoming,Accommodation and food services,2006 Q2
"4,065",Alabama,Administrative and waste management services,2006 Q2
747,Alaska,Administrative and waste management services,2006 Q2
"11,375",Arizona,Administrative and waste management services,2006 Q2
"2,279",Arkansas,Administrative and waste management services,2006 Q2
"56,820",California,Administrative and waste management services,2006 Q2
"7,517",Colorado,Administrative and waste management services,2006 Q2
"5,664",Connecticut,Administrative and waste management services,2006 Q2
"1,173",Delaware,Administrative and waste management services,2006 Q2
"2,430",District of Columbia,Administrative and waste management services,2006 Q2
"77,086",Far West,Administrative and waste management services,2006 Q2
"33,491",Florida,Administrative and waste management services,2006 Q2
"14,239",Georgia,Administrative and waste management services,2006 Q2
"62,525",Great Lakes,Administrative and waste management services,2006 Q2
"1,945",Hawaii,Administrative and waste management services,2006 Q2
"1,843",Idaho,Administrative and waste management services,2006 Q2
"20,294",Illinois,Administrative and waste management services,2006 Q2
"7,092",Indiana,Administrative and waste management services,2006 Q2
"2,595",Iowa,Administrative and waste management services,2006 Q2
"3,423",Kansas,Administrative and waste management services,2006 Q2
"3,890",Kentucky,Administrative and waste management services,2006 Q2
"5,013",Louisiana,Administrative and waste management services,2006 Q2
"1,163",Maine,Administrative and waste management services,2006 Q2
"8,629",Maryland,Administrative and waste management services,2006 Q2
"10,436",Massachusetts,Administrative and waste management services,2006 Q2
"14,826",Michigan,Administrative and waste management services,2006 Q2
"69,138",Mideast,Administrative and waste management services,2006 Q2
"6,193",Minnesota,Administrative and waste management services,2006 Q2
"2,050",Mississippi,Administrative and waste management services,2006 Q2
"6,643",Missouri,Administrative and waste management services,2006 Q2
708,Montana,Administrative and waste management services,2006 Q2
"1,973",Nebraska,Administrative and waste management services,2006 Q2
"4,160",Nevada,Administrative and waste management services,2006 Q2
"20,567",New England,Administrative and waste management services,2006 Q2
"1,631",New Hampshire,Administrative and waste management services,2006 Q2
"15,194",New Jersey,Administrative and waste management services,2006 Q2
"2,152",New Mexico,Administrative and waste management services,2006 Q2
"27,910",New York,Administrative and waste management services,2006 Q2
"10,461",North Carolina,Administrative and waste management services,2006 Q2
453,North Dakota,Administrative and waste management services,2006 Q2
"14,827",Ohio,Administrative and waste management services,2006 Q2
"4,444",Oklahoma,Administrative and waste management services,2006 Q2
"4,435",Oregon,Administrative and waste management services,2006 Q2
"13,803",Pennsylvania,Administrative and waste management services,2006 Q2
"21,868",Plains,Administrative and waste management services,2006 Q2
"1,210",Rhode Island,Administrative and waste management services,2006 Q2
"13,390",Rocky Mountain,Administrative and waste management services,2006 Q2
"6,023",South Carolina,Administrative and waste management services,2006 Q2
587,South Dakota,Administrative and waste management services,2006 Q2
"102,972",Southeast,Administrative and waste management services,2006 Q2
"52,428",Southwest,Administrative and waste management services,2006 Q2
"9,812",Tennessee,Administrative and waste management services,2006 Q2
"34,458",Texas,Administrative and waste management services,2006 Q2
"419,971",United States,Administrative and waste management services,2006 Q2
"2,966",Utah,Administrative and waste management services,2006 Q2
463,Vermont,Administrative and waste management services,2006 Q2
"10,463",Virginia,Administrative and waste management services,2006 Q2
"8,977",Washington,Administrative and waste management services,2006 Q2
"1,183",West Virginia,Administrative and waste management services,2006 Q2
"5,486",Wisconsin,Administrative and waste management services,2006 Q2
356,Wyoming,Administrative and waste management services,2006 Q2
"2,550",Alabama,"Agriculture, forestry, fishing, and hunting",2006 Q2
313,Alaska,"Agriculture, forestry, fishing, and hunting",2006 Q2
"2,096",Arizona,"Agriculture, forestry, fishing, and hunting",2006 Q2
"3,217",Arkansas,"Agriculture, forestry, fishing, and hunting",2006 Q2
"26,788",California,"Agriculture, forestry, fishing, and hunting",2006 Q2
"2,469",Colorado,"Agriculture, forestry, fishing, and hunting",2006 Q2
380,Connecticut,"Agriculture, forestry, fishing, and hunting",2006 Q2
377,Delaware,"Agriculture, forestry, fishing, and hunting",2006 Q2
2,District of Columbia,"Agriculture, forestry, fishing, and hunting",2006 Q2
"38,132",Far West,"Agriculture, forestry, fishing, and hunting",2006 Q2
"6,879",Florida,"Agriculture, forestry, fishing, and hunting",2006 Q2
"3,662",Georgia,"Agriculture, forestry, fishing, and hunting",2006 Q2
"16,205",Great Lakes,"Agriculture, forestry, fishing, and hunting",2006 Q2
486,Hawaii,"Agriculture, forestry, fishing, and hunting",2006 Q2
"2,629",Idaho,"Agriculture, forestry, fishing, and hunting",2006 Q2
"3,932",Illinois,"Agriculture, forestry, fishing, and hunting",2006 Q2
"2,759",Indiana,"Agriculture, forestry, fishing, and hunting",2006 Q2
"5,533",Iowa,"Agriculture, forestry, fishing, and hunting",2006 Q2
"3,406",Kansas,"Agriculture, forestry, fishing, and hunting",2006 Q2
"2,761",Kentucky,"Agriculture, forestry, fishing, and hunting",2006 Q2
"1,718",Louisiana,"Agriculture, forestry, fishing, and hunting",2006 Q2
845,Maine,"Agriculture, forestry, fishing, and hunting",2006 Q2
890,Maryland,"Agriculture, forestry, fishing, and hunting",2006 Q2
840,Massachusetts,"Agriculture, forestry, fishing, and hunting",2006 Q2
"2,838",Michigan,"Agriculture, forestry, fishing, and hunting",2006 Q2
"7,929",Mideast,"Agriculture, forestry, fishing, and hunting",2006 Q2
"5,038",Minnesota,"Agriculture, forestry, fishing, and hunting",2006 Q2
"1,866",Mississippi,"Agriculture, forestry, fishing, and hunting",2006 Q2
"3,122",Missouri,"Agriculture, forestry, fishing, and hunting",2006 Q2
"1,126",Montana,"Agriculture, forestry, fishing, and hunting",2006 Q2
"4,266",Nebraska,"Agriculture, forestry, fishing, and hunting",2006 Q2
295,Nevada,"Agriculture, forestry, fishing, and hunting",2006 Q2
"2,815",New England,"Agriculture, forestry, fishing, and hunting",2006 Q2
263,New Hampshire,"Agriculture, forestry, fishing, and hunting",2006 Q2
912,New Jersey,"Agriculture, forestry, fishing, and hunting",2006 Q2
"1,203",New Mexico,"Agriculture, forestry, fishing, and hunting",2006 Q2
"2,386",New York,"Agriculture, forestry, fishing, and hunting",2006 Q2
"4,702",North Carolina,"Agriculture, forestry, fishing, and hunting",2006 Q2
"1,734",North Dakota,"Agriculture, forestry, fishing, and hunting",2006 Q2
"2,734",Ohio,"Agriculture, forestry, fishing, and hunting",2006 Q2
"2,277",Oklahoma,"Agriculture, forestry, fishing, and hunting",2006 Q2
"4,168",Oregon,"Agriculture, forestry, fishing, and hunting",2006 Q2
"3,361",Pennsylvania,"Agriculture, forestry, fishing, and hunting",2006 Q2
"24,880",Plains,"Agriculture, forestry, fishing, and hunting",2006 Q2
105,Rhode Island,"Agriculture, forestry, fishing, and hunting",2006 Q2
"7,350",Rocky Mountain,"Agriculture, forestry, fishing, and hunting",2006 Q2
"1,312",South Carolina,"Agriculture, forestry, fishing, and hunting",2006 Q2
"1,775",South Dakota,"Agriculture, forestry, fishing, and hunting",2006 Q2
"31,951",Southeast,"Agriculture, forestry, fishing, and hunting",2006 Q2
"14,846",Southwest,"Agriculture, forestry, fishing, and hunting",2006 Q2
"1,360",Tennessee,"Agriculture, forestry, fishing, and hunting",2006 Q2
"9,289",Texas,"Agriculture, forestry, fishing, and hunting",2006 Q2
"143,575",United States,"Agriculture, forestry, fishing, and hunting",2006 Q2
596,Utah,"Agriculture, forestry, fishing, and hunting",2006 Q2
374,Vermont,"Agriculture, forestry, fishing, and hunting",2006 Q2
"1,644",Virginia,"Agriculture, forestry, fishing, and hunting",2006 Q2
"6,089",Washington,"Agriculture, forestry, fishing, and hunting",2006 Q2
280,West Virginia,"Agriculture, forestry, fishing, and hunting",2006 Q2
"3,959",Wisconsin,"Agriculture, forestry, fishing, and hunting",2006 Q2
530,Wyoming,"Agriculture, forestry, fishing, and hunting",2006 Q2
"175,481",Alabama,All industry total,2006 Q2
"43,728",Alaska,All industry total,2006 Q2
"262,466",Arizona,All industry total,2006 Q2
"103,059",Arkansas,All industry total,2006 Q2
"1,955,411",California,All industry total,2006 Q2
"242,587",Colorado,All industry total,2006 Q2
"236,196",Connecticut,All industry total,2006 Q2
"58,880",Delaware,All industry total,2006 Q2
"94,651",District of Columbia,All industry total,2006 Q2
"2,700,541",Far West,All industry total,2006 Q2
"798,443",Florida,All industry total,2006 Q2
"418,709",Georgia,All industry total,2006 Q2
"2,138,062",Great Lakes,All industry total,2006 Q2
"65,998",Hawaii,All industry total,2006 Q2
"55,403",Idaho,All industry total,2006 Q2
"662,980",Illinois,All industry total,2006 Q2
"275,811",Indiana,All industry total,2006 Q2
"138,371",Iowa,All industry total,2006 Q2
"120,664",Kansas,All industry total,2006 Q2
"165,223",Kentucky,All industry total,2006 Q2
"211,287",Louisiana,All industry total,2006 Q2
"52,071",Maine,All industry total,2006 Q2
"296,418",Maryland,All industry total,2006 Q2
"381,202",Massachusetts,All industry total,2006 Q2
"428,645",Michigan,All industry total,2006 Q2
"2,668,568",Mideast,All industry total,2006 Q2
"273,133",Minnesota,All industry total,2006 Q2
"93,012",Mississippi,All industry total,2006 Q2
"253,496",Missouri,All industry total,2006 Q2
"34,652",Montana,All industry total,2006 Q2
"86,014",Nebraska,All industry total,2006 Q2
"136,121",Nevada,All industry total,2006 Q2
"808,577",New England,All industry total,2006 Q2
"61,697",New Hampshire,All industry total,2006 Q2
"504,223",New Jersey,All industry total,2006 Q2
"80,636",New Mexico,All industry total,2006 Q2
"1,146,717",New York,All industry total,2006 Q2
"413,469",North Carolina,All industry total,2006 Q2
"28,124",North Dakota,All industry total,2006 Q2
"515,523",Ohio,All industry total,2006 Q2
"140,517",Oklahoma,All industry total,2006 Q2
"166,356",Oregon,All industry total,2006 Q2
"567,514",Pennsylvania,All industry total,2006 Q2
"933,162",Plains,All industry total,2006 Q2
"51,349",Rhode Island,All industry total,2006 Q2
"475,173",Rocky Mountain,All industry total,2006 Q2
"164,428",South Carolina,All industry total,2006 Q2
"33,613",South Dakota,All industry total,2006 Q2
"3,269,920",Southeast,All industry total,2006 Q2
"1,592,259",Southwest,All industry total,2006 Q2
"258,468",Tennessee,All industry total,2006 Q2
"1,110,091",Texas,All industry total,2006 Q2
"14,581,198",United States,All industry total,2006 Q2
"110,149",Utah,All industry total,2006 Q2
"26,111",Vermont,All industry total,2006 Q2
"406,511",Virginia,All industry total,2006 Q2
"333,663",Washington,All industry total,2006 Q2
"62,287",West Virginia,All industry total,2006 Q2
"255,277",Wisconsin,All industry total,2006 Q2
"32,769",Wyoming,All industry total,2006 Q2
640,Alabama,"Arts, entertainment, and recreation",2006 Q2
189,Alaska,"Arts, entertainment, and recreation",2006 Q2
"2,560",Arizona,"Arts, entertainment, and recreation",2006 Q2
382,Arkansas,"Arts, entertainment, and recreation",2006 Q2
"25,611",California,"Arts, entertainment, and recreation",2006 Q2
"2,954",Colorado,"Arts, entertainment, and recreation",2006 Q2
"1,976",Connecticut,"Arts, entertainment, and recreation",2006 Q2
427,Delaware,"Arts, entertainment, and recreation",2006 Q2
751,District of Columbia,"Arts, entertainment, and recreation",2006 Q2
"34,081",Far West,"Arts, entertainment, and recreation",2006 Q2
"12,434",Florida,"Arts, entertainment, and recreation",2006 Q2
"2,675",Georgia,"Arts, entertainment, and recreation",2006 Q2
"19,358",Great Lakes,"Arts, entertainment, and recreation",2006 Q2
652,Hawaii,"Arts, entertainment, and recreation",2006 Q2
377,Idaho,"Arts, entertainment, and recreation",2006 Q2
"5,953",Illinois,"Arts, entertainment, and recreation",2006 Q2
"3,594",Indiana,"Arts, entertainment, and recreation",2006 Q2
"1,106",Iowa,"Arts, entertainment, and recreation",2006 Q2
537,Kansas,"Arts, entertainment, and recreation",2006 Q2
935,Kentucky,"Arts, entertainment, and recreation",2006 Q2
"2,354",Louisiana,"Arts, entertainment, and recreation",2006 Q2
409,Maine,"Arts, entertainment, and recreation",2006 Q2
"2,380",Maryland,"Arts, entertainment, and recreation",2006 Q2
"3,545",Massachusetts,"Arts, entertainment, and recreation",2006 Q2
"3,872",Michigan,"Arts, entertainment, and recreation",2006 Q2
"27,569",Mideast,"Arts, entertainment, and recreation",2006 Q2
"2,865",Minnesota,"Arts, entertainment, and recreation",2006 Q2
655,Mississippi,"Arts, entertainment, and recreation",2006 Q2
"3,417",Missouri,"Arts, entertainment, and recreation",2006 Q2
449,Montana,"Arts, entertainment, and recreation",2006 Q2
442,Nebraska,"Arts, entertainment, and recreation",2006 Q2
"3,433",Nevada,"Arts, entertainment, and recreation",2006 Q2
"7,118",New England,"Arts, entertainment, and recreation",2006 Q2
499,New Hampshire,"Arts, entertainment, and recreation",2006 Q2
"4,149",New Jersey,"Arts, entertainment, and recreation",2006 Q2
435,New Mexico,"Arts, entertainment, and recreation",2006 Q2
"15,090",New York,"Arts, entertainment, and recreation",2006 Q2
"3,334",North Carolina,"Arts, entertainment, and recreation",2006 Q2
113,North Dakota,"Arts, entertainment, and recreation",2006 Q2
"4,032",Ohio,"Arts, entertainment, and recreation",2006 Q2
792,Oklahoma,"Arts, entertainment, and recreation",2006 Q2
"1,077",Oregon,"Arts, entertainment, and recreation",2006 Q2
"4,775",Pennsylvania,"Arts, entertainment, and recreation",2006 Q2
"8,723",Plains,"Arts, entertainment, and recreation",2006 Q2
453,Rhode Island,"Arts, entertainment, and recreation",2006 Q2
"4,860",Rocky Mountain,"Arts, entertainment, and recreation",2006 Q2
"1,082",South Carolina,"Arts, entertainment, and recreation",2006 Q2
244,South Dakota,"Arts, entertainment, and recreation",2006 Q2
"30,055",Southeast,"Arts, entertainment, and recreation",2006 Q2
"11,101",Southwest,"Arts, entertainment, and recreation",2006 Q2
"2,714",Tennessee,"Arts, entertainment, and recreation",2006 Q2
"7,315",Texas,"Arts, entertainment, and recreation",2006 Q2
"142,862",United States,"Arts, entertainment, and recreation",2006 Q2
890,Utah,"Arts, entertainment, and recreation",2006 Q2
236,Vermont,"Arts, entertainment, and recreation",2006 Q2
"2,398",Virginia,"Arts, entertainment, and recreation",2006 Q2
"3,120",Washington,"Arts, entertainment, and recreation",2006 Q2
456,West Virginia,"Arts, entertainment, and recreation",2006 Q2
"1,907",Wisconsin,"Arts, entertainment, and recreation",2006 Q2
190,Wyoming,"Arts, entertainment, and recreation",2006 Q2
"9,617",Alabama,Construction,2006 Q2
"2,294",Alaska,Construction,2006 Q2
"23,764",Arizona,Construction,2006 Q2
"4,922",Arkansas,Construction,2006 Q2
"102,496",California,Construction,2006 Q2
"15,297",Colorado,Construction,2006 Q2
"8,669",Connecticut,Construction,2006 Q2
"2,762",Delaware,Construction,2006 Q2
"1,200",District of Columbia,Construction,2006 Q2
"150,012",Far West,Construction,2006 Q2
"66,594",Florida,Construction,2006 Q2
"23,694",Georgia,Construction,2006 Q2
"97,138",Great Lakes,Construction,2006 Q2
"4,589",Hawaii,Construction,2006 Q2
"4,260",Idaho,Construction,2006 Q2
"33,104",Illinois,Construction,2006 Q2
"12,595",Indiana,Construction,2006 Q2
"6,189",Iowa,Construction,2006 Q2
"5,073",Kansas,Construction,2006 Q2
"7,292",Kentucky,Construction,2006 Q2
"11,178",Louisiana,Construction,2006 Q2
"2,847",Maine,Construction,2006 Q2
"17,525",Maryland,Construction,2006 Q2
"16,722",Massachusetts,Construction,2006 Q2
"18,902",Michigan,Construction,2006 Q2
"107,424",Mideast,Construction,2006 Q2
"14,474",Minnesota,Construction,2006 Q2
"5,607",Mississippi,Construction,2006 Q2
"12,623",Missouri,Construction,2006 Q2
"2,511",Montana,Construction,2006 Q2
"3,697",Nebraska,Construction,2006 Q2
"14,246",Nevada,Construction,2006 Q2
"35,543",New England,Construction,2006 Q2
"3,143",New Hampshire,Construction,2006 Q2
"21,882",New Jersey,Construction,2006 Q2
"4,439",New Mexico,Construction,2006 Q2
"38,025",New York,Construction,2006 Q2
"21,698",North Carolina,Construction,2006 Q2
"1,359",North Dakota,Construction,2006 Q2
"20,635",Ohio,Construction,2006 Q2
"5,907",Oklahoma,Construction,2006 Q2
"8,906",Oregon,Construction,2006 Q2
"26,029",Pennsylvania,Construction,2006 Q2
"45,009",Plains,Construction,2006 Q2
"2,792",Rhode Island,Construction,2006 Q2
"31,572",Rocky Mountain,Construction,2006 Q2
"10,684",South Carolina,Construction,2006 Q2
"1,593",South Dakota,Construction,2006 Q2
"198,601",Southeast,Construction,2006 Q2
"98,202",Southwest,Construction,2006 Q2
"11,592",Tennessee,Construction,2006 Q2
"64,092",Texas,Construction,2006 Q2
"763,518",United States,Construction,2006 Q2
"7,629",Utah,Construction,2006 Q2
"1,370",Vermont,Construction,2006 Q2
"22,588",Virginia,Construction,2006 Q2
"17,481",Washington,Construction,2006 Q2
"3,135",West Virginia,Construction,2006 Q2
"11,902",Wisconsin,Construction,2006 Q2
"1,875",Wyoming,Construction,2006 Q2
830,Alabama,Educational services,2006 Q2
136,Alaska,Educational services,2006 Q2
"2,159",Arizona,Educational services,2006 Q2
455,Arkansas,Educational services,2006 Q2
"16,664",California,Educational services,2006 Q2
"1,754",Colorado,Educational services,2006 Q2
"3,615",Connecticut,Educational services,2006 Q2
333,Delaware,Educational services,2006 Q2
"2,822",District of Columbia,Educational services,2006 Q2
"20,853",Far West,Educational services,2006 Q2
"6,253",Florida,Educational services,2006 Q2
"3,979",Georgia,Educational services,2006 Q2
"19,609",Great Lakes,Educational services,2006 Q2
669,Hawaii,Educational services,2006 Q2
331,Idaho,Educational services,2006 Q2
"7,745",Illinois,Educational services,2006 Q2
"2,442",Indiana,Educational services,2006 Q2
"1,184",Iowa,Educational services,2006 Q2
666,Kansas,Educational services,2006 Q2
892,Kentucky,Educational services,2006 Q2
"1,347",Louisiana,Educational services,2006 Q2
603,Maine,Educational services,2006 Q2
"3,917",Maryland,Educational services,2006 Q2
"9,805",Massachusetts,Educational services,2006 Q2
"2,836",Michigan,Educational services,2006 Q2
"42,763",Mideast,Educational services,2006 Q2
"2,334",Minnesota,Educational services,2006 Q2
593,Mississippi,Educational services,2006 Q2
"2,569",Missouri,Educational services,2006 Q2
153,Montana,Educational services,2006 Q2
741,Nebraska,Educational services,2006 Q2
357,Nevada,Educational services,2006 Q2
"17,137",New England,Educational services,2006 Q2
"1,226",New Hampshire,Educational services,2006 Q2
"4,612",New Jersey,Educational services,2006 Q2
425,New Mexico,Educational services,2006 Q2
"19,362",New York,Educational services,2006 Q2
"3,639",North Carolina,Educational services,2006 Q2
111,North Dakota,Educational services,2006 Q2
"4,419",Ohio,Educational services,2006 Q2
756,Oklahoma,Educational services,2006 Q2
"1,274",Oregon,Educational services,2006 Q2
"11,716",Pennsylvania,Educational services,2006 Q2
"7,844",Plains,Educational services,2006 Q2
"1,306",Rhode Island,Educational services,2006 Q2
"3,600",Rocky Mountain,Educational services,2006 Q2
998,South Carolina,Educational services,2006 Q2
240,South Dakota,Educational services,2006 Q2
"24,782",Southeast,Educational services,2006 Q2
"9,767",Southwest,Educational services,2006 Q2
"2,283",Tennessee,Educational services,2006 Q2
"6,427",Texas,Educational services,2006 Q2
"146,355",United States,Educational services,2006 Q2
"1,293",Utah,Educational services,2006 Q2
583,Vermont,Educational services,2006 Q2
"3,240",Virginia,Educational services,2006 Q2
"1,754",Washington,Educational services,2006 Q2
273,West Virginia,Educational services,2006 Q2
"2,167",Wisconsin,Educational services,2006 Q2
69,Wyoming,Educational services,2006 Q2
"8,378",Alabama,Finance and insurance,2006 Q2
"1,012",Alaska,Finance and insurance,2006 Q2
