GDP,Geography,Industry,Quarter
"1,720",Alaska,"Professional, scientific, and technical services",2008 Q1
"15,014",Arizona,"Professional, scientific, and technical services",2008 Q1
"3,571",Arkansas,"Professional, scientific, and technical services",2008 Q1
"167,177",California,"Professional, scientific, and technical services",2008 Q1
"22,169",Colorado,"Professional, scientific, and technical services",2008 Q1
"15,012",Connecticut,"Professional, scientific, and technical services",2008 Q1
"3,811",Delaware,"Professional, scientific, and technical services",2008 Q1
"22,834",District of Columbia,"Professional, scientific, and technical services",2008 Q1
"209,255",Far West,"Professional, scientific, and technical services",2008 Q1
"51,680",Florida,"Professional, scientific, and technical services",2008 Q1
"27,542",Georgia,"Professional, scientific, and technical services",2008 Q1
"132,321",Great Lakes,"Professional, scientific, and technical services",2008 Q1
"3,020",Hawaii,"Professional, scientific, and technical services",2008 Q1
"3,235",Idaho,"Professional, scientific, and technical services",2008 Q1
"53,361",Illinois,"Professional, scientific, and technical services",2008 Q1
"10,995",Indiana,"Professional, scientific, and technical services",2008 Q1
"4,124",Iowa,"Professional, scientific, and technical services",2008 Q1
"5,922",Kansas,"Professional, scientific, and technical services",2008 Q1
"6,336",Kentucky,"Professional, scientific, and technical services",2008 Q1
"9,310",Louisiana,"Professional, scientific, and technical services",2008 Q1
"2,555",Maine,"Professional, scientific, and technical services",2008 Q1
"29,073",Maryland,"Professional, scientific, and technical services",2008 Q1
"42,568",Massachusetts,"Professional, scientific, and technical services",2008 Q1
"29,803",Michigan,"Professional, scientific, and technical services",2008 Q1
"241,386",Mideast,"Professional, scientific, and technical services",2008 Q1
"16,442",Minnesota,"Professional, scientific, and technical services",2008 Q1
"3,268",Mississippi,"Professional, scientific, and technical services",2008 Q1
"15,056",Missouri,"Professional, scientific, and technical services",2008 Q1
"1,666",Montana,"Professional, scientific, and technical services",2008 Q1
"4,122",Nebraska,"Professional, scientific, and technical services",2008 Q1
"6,527",Nevada,"Professional, scientific, and technical services",2008 Q1
"68,508",New England,"Professional, scientific, and technical services",2008 Q1
"4,006",New Hampshire,"Professional, scientific, and technical services",2008 Q1
"42,590",New Jersey,"Professional, scientific, and technical services",2008 Q1
"6,182",New Mexico,"Professional, scientific, and technical services",2008 Q1
"101,132",New York,"Professional, scientific, and technical services",2008 Q1
"20,578",North Carolina,"Professional, scientific, and technical services",2008 Q1
930,North Dakota,"Professional, scientific, and technical services",2008 Q1
"27,216",Ohio,"Professional, scientific, and technical services",2008 Q1
"5,978",Oklahoma,"Professional, scientific, and technical services",2008 Q1
"8,050",Oregon,"Professional, scientific, and technical services",2008 Q1
"41,956",Pennsylvania,"Professional, scientific, and technical services",2008 Q1
"47,574",Plains,"Professional, scientific, and technical services",2008 Q1
"2,786",Rhode Island,"Professional, scientific, and technical services",2008 Q1
"34,600",Rocky Mountain,"Professional, scientific, and technical services",2008 Q1
"7,829",South Carolina,"Professional, scientific, and technical services",2008 Q1
978,South Dakota,"Professional, scientific, and technical services",2008 Q1
"205,236",Southeast,"Professional, scientific, and technical services",2008 Q1
"105,045",Southwest,"Professional, scientific, and technical services",2008 Q1
"13,606",Tennessee,"Professional, scientific, and technical services",2008 Q1
"77,871",Texas,"Professional, scientific, and technical services",2008 Q1
"1,043,908",United States,"Professional, scientific, and technical services",2008 Q1
"6,576",Utah,"Professional, scientific, and technical services",2008 Q1
"1,580",Vermont,"Professional, scientific, and technical services",2008 Q1
"48,902",Virginia,"Professional, scientific, and technical services",2008 Q1
"22,760",Washington,"Professional, scientific, and technical services",2008 Q1
"2,449",West Virginia,"Professional, scientific, and technical services",2008 Q1
"10,946",Wisconsin,"Professional, scientific, and technical services",2008 Q1
954,Wyoming,"Professional, scientific, and technical services",2008 Q1
"16,961",Alabama,Real estate and rental and leasing,2008 Q1
"3,769",Alaska,Real estate and rental and leasing,2008 Q1
"44,389",Arizona,Real estate and rental and leasing,2008 Q1
"10,658",Arkansas,Real estate and rental and leasing,2008 Q1
"338,782",California,Real estate and rental and leasing,2008 Q1
"32,865",Colorado,Real estate and rental and leasing,2008 Q1
"30,850",Connecticut,Real estate and rental and leasing,2008 Q1
"7,113",Delaware,Real estate and rental and leasing,2008 Q1
"8,016",District of Columbia,Real estate and rental and leasing,2008 Q1
"450,278",Far West,Real estate and rental and leasing,2008 Q1
"135,784",Florida,Real estate and rental and leasing,2008 Q1
"50,566",Georgia,Real estate and rental and leasing,2008 Q1
"245,703",Great Lakes,Real estate and rental and leasing,2008 Q1
"13,368",Hawaii,Real estate and rental and leasing,2008 Q1
"7,435",Idaho,Real estate and rental and leasing,2008 Q1
"85,610",Illinois,Real estate and rental and leasing,2008 Q1
"25,790",Indiana,Real estate and rental and leasing,2008 Q1
"13,374",Iowa,Real estate and rental and leasing,2008 Q1
"12,151",Kansas,Real estate and rental and leasing,2008 Q1
"15,150",Kentucky,Real estate and rental and leasing,2008 Q1
"18,929",Louisiana,Real estate and rental and leasing,2008 Q1
"7,186",Maine,Real estate and rental and leasing,2008 Q1
"49,924",Maryland,Real estate and rental and leasing,2008 Q1
"56,465",Massachusetts,Real estate and rental and leasing,2008 Q1
"47,476",Michigan,Real estate and rental and leasing,2008 Q1
"371,719",Mideast,Real estate and rental and leasing,2008 Q1
"33,113",Minnesota,Real estate and rental and leasing,2008 Q1
"8,995",Mississippi,Real estate and rental and leasing,2008 Q1
"25,649",Missouri,Real estate and rental and leasing,2008 Q1
"4,454",Montana,Real estate and rental and leasing,2008 Q1
"8,074",Nebraska,Real estate and rental and leasing,2008 Q1
"19,521",Nevada,Real estate and rental and leasing,2008 Q1
"114,516",New England,Real estate and rental and leasing,2008 Q1
"9,164",New Hampshire,Real estate and rental and leasing,2008 Q1
"87,099",New Jersey,Real estate and rental and leasing,2008 Q1
"9,163",New Mexico,Real estate and rental and leasing,2008 Q1
"150,371",New York,Real estate and rental and leasing,2008 Q1
"42,823",North Carolina,Real estate and rental and leasing,2008 Q1
"3,178",North Dakota,Real estate and rental and leasing,2008 Q1
"55,309",Ohio,Real estate and rental and leasing,2008 Q1
"14,215",Oklahoma,Real estate and rental and leasing,2008 Q1
"24,701",Oregon,Real estate and rental and leasing,2008 Q1
"69,196",Pennsylvania,Real estate and rental and leasing,2008 Q1
"98,755",Plains,Real estate and rental and leasing,2008 Q1
"7,301",Rhode Island,Real estate and rental and leasing,2008 Q1
"62,313",Rocky Mountain,Real estate and rental and leasing,2008 Q1
"19,775",South Carolina,Real estate and rental and leasing,2008 Q1
"3,216",South Dakota,Real estate and rental and leasing,2008 Q1
"409,365",Southeast,Real estate and rental and leasing,2008 Q1
"176,935",Southwest,Real estate and rental and leasing,2008 Q1
"27,142",Tennessee,Real estate and rental and leasing,2008 Q1
"109,165",Texas,Real estate and rental and leasing,2008 Q1
"1,929,650",United States,Real estate and rental and leasing,2008 Q1
"14,623",Utah,Real estate and rental and leasing,2008 Q1
"3,549",Vermont,Real estate and rental and leasing,2008 Q1
"57,104",Virginia,Real estate and rental and leasing,2008 Q1
"50,136",Washington,Real estate and rental and leasing,2008 Q1
"5,472",West Virginia,Real estate and rental and leasing,2008 Q1
"31,516",Wisconsin,Real estate and rental and leasing,2008 Q1
"2,934",Wyoming,Real estate and rental and leasing,2008 Q1
"12,941",Alabama,Retail trade,2008 Q1
"1,894",Alaska,Retail trade,2008 Q1
"20,717",Arizona,Retail trade,2008 Q1
"7,219",Arkansas,Retail trade,2008 Q1
"118,549",California,Retail trade,2008 Q1
"14,881",Colorado,Retail trade,2008 Q1
"11,722",Connecticut,Retail trade,2008 Q1
"2,521",Delaware,Retail trade,2008 Q1
"1,102",District of Columbia,Retail trade,2008 Q1
"166,980",Far West,Retail trade,2008 Q1
"57,821",Florida,Retail trade,2008 Q1
"26,207",Georgia,Retail trade,2008 Q1
"125,825",Great Lakes,Retail trade,2008 Q1
"4,732",Hawaii,Retail trade,2008 Q1
"4,764",Idaho,Retail trade,2008 Q1
"36,696",Illinois,Retail trade,2008 Q1
"16,680",Indiana,Retail trade,2008 Q1
"8,138",Iowa,Retail trade,2008 Q1
"8,079",Kansas,Retail trade,2008 Q1
"10,029",Kentucky,Retail trade,2008 Q1
"13,769",Louisiana,Retail trade,2008 Q1
"4,388",Maine,Retail trade,2008 Q1
"16,426",Maryland,Retail trade,2008 Q1
"17,150",Massachusetts,Retail trade,2008 Q1
"25,735",Michigan,Retail trade,2008 Q1
"138,601",Mideast,Retail trade,2008 Q1
"14,559",Minnesota,Retail trade,2008 Q1
"7,666",Mississippi,Retail trade,2008 Q1
"16,064",Missouri,Retail trade,2008 Q1
"2,515",Montana,Retail trade,2008 Q1
"5,245",Nebraska,Retail trade,2008 Q1
"8,854",Nevada,Retail trade,2008 Q1
"42,801",New England,Retail trade,2008 Q1
"4,667",New Hampshire,Retail trade,2008 Q1
"30,048",New Jersey,Retail trade,2008 Q1
"5,035",New Mexico,Retail trade,2008 Q1
"56,523",New York,Retail trade,2008 Q1
"23,015",North Carolina,Retail trade,2008 Q1
"1,969",North Dakota,Retail trade,2008 Q1
"31,573",Ohio,Retail trade,2008 Q1
"8,966",Oklahoma,Retail trade,2008 Q1
"9,100",Oregon,Retail trade,2008 Q1
"31,982",Pennsylvania,Retail trade,2008 Q1
"56,564",Plains,Retail trade,2008 Q1
"2,772",Rhode Island,Retail trade,2008 Q1
"32,626",Rocky Mountain,Retail trade,2008 Q1
"12,610",South Carolina,Retail trade,2008 Q1
"2,509",South Dakota,Retail trade,2008 Q1
"217,141",Southeast,Retail trade,2008 Q1
"103,881",Southwest,Retail trade,2008 Q1
"19,361",Tennessee,Retail trade,2008 Q1
"69,163",Texas,Retail trade,2008 Q1
"884,507",United States,Retail trade,2008 Q1
"8,463",Utah,Retail trade,2008 Q1
"2,102",Vermont,Retail trade,2008 Q1
"22,003",Virginia,Retail trade,2008 Q1
"23,851",Washington,Retail trade,2008 Q1
"4,500",West Virginia,Retail trade,2008 Q1
"15,140",Wisconsin,Retail trade,2008 Q1
"2,002",Wyoming,Retail trade,2008 Q1
"5,046",Alabama,Transportation and warehousing,2008 Q1
"5,520",Alaska,Transportation and warehousing,2008 Q1
"7,704",Arizona,Transportation and warehousing,2008 Q1
"4,950",Arkansas,Transportation and warehousing,2008 Q1
"47,613",California,Transportation and warehousing,2008 Q1
"7,286",Colorado,Transportation and warehousing,2008 Q1
"4,449",Connecticut,Transportation and warehousing,2008 Q1
819,Delaware,Transportation and warehousing,2008 Q1
397,District of Columbia,Transportation and warehousing,2008 Q1
"75,324",Far West,Transportation and warehousing,2008 Q1
"22,358",Florida,Transportation and warehousing,2008 Q1
"16,666",Georgia,Transportation and warehousing,2008 Q1
"68,956",Great Lakes,Transportation and warehousing,2008 Q1
"2,912",Hawaii,Transportation and warehousing,2008 Q1
"1,686",Idaho,Transportation and warehousing,2008 Q1
"24,073",Illinois,Transportation and warehousing,2008 Q1
"9,806",Indiana,Transportation and warehousing,2008 Q1
"5,132",Iowa,Transportation and warehousing,2008 Q1
"5,094",Kansas,Transportation and warehousing,2008 Q1
"7,571",Kentucky,Transportation and warehousing,2008 Q1
"8,575",Louisiana,Transportation and warehousing,2008 Q1
"1,264",Maine,Transportation and warehousing,2008 Q1
"6,059",Maryland,Transportation and warehousing,2008 Q1
"6,713",Massachusetts,Transportation and warehousing,2008 Q1
"10,478",Michigan,Transportation and warehousing,2008 Q1
"64,276",Mideast,Transportation and warehousing,2008 Q1
"8,229",Minnesota,Transportation and warehousing,2008 Q1
"3,269",Mississippi,Transportation and warehousing,2008 Q1
"9,296",Missouri,Transportation and warehousing,2008 Q1
"1,762",Montana,Transportation and warehousing,2008 Q1
"7,372",Nebraska,Transportation and warehousing,2008 Q1
"4,709",Nevada,Transportation and warehousing,2008 Q1
"14,742",New England,Transportation and warehousing,2008 Q1
"1,021",New Hampshire,Transportation and warehousing,2008 Q1
"16,063",New Jersey,Transportation and warehousing,2008 Q1
"2,246",New Mexico,Transportation and warehousing,2008 Q1
"23,234",New York,Transportation and warehousing,2008 Q1
"9,589",North Carolina,Transportation and warehousing,2008 Q1
"1,408",North Dakota,Transportation and warehousing,2008 Q1
"16,787",Ohio,Transportation and warehousing,2008 Q1
"5,358",Oklahoma,Transportation and warehousing,2008 Q1
"4,872",Oregon,Transportation and warehousing,2008 Q1
"17,707",Pennsylvania,Transportation and warehousing,2008 Q1
"37,490",Plains,Transportation and warehousing,2008 Q1
773,Rhode Island,Transportation and warehousing,2008 Q1
"17,513",Rocky Mountain,Transportation and warehousing,2008 Q1
"3,980",South Carolina,Transportation and warehousing,2008 Q1
962,South Dakota,Transportation and warehousing,2008 Q1
"106,842",Southeast,Transportation and warehousing,2008 Q1
"60,241",Southwest,Transportation and warehousing,2008 Q1
"12,684",Tennessee,Transportation and warehousing,2008 Q1
"44,934",Texas,Transportation and warehousing,2008 Q1
"445,295",United States,Transportation and warehousing,2008 Q1
"4,193",Utah,Transportation and warehousing,2008 Q1
524,Vermont,Transportation and warehousing,2008 Q1
"10,067",Virginia,Transportation and warehousing,2008 Q1
"9,709",Washington,Transportation and warehousing,2008 Q1
"2,129",West Virginia,Transportation and warehousing,2008 Q1
"7,813",Wisconsin,Transportation and warehousing,2008 Q1
"2,587",Wyoming,Transportation and warehousing,2008 Q1
"5,169",Alabama,Utilities,2008 Q1
603,Alaska,Utilities,2008 Q1
"5,828",Arizona,Utilities,2008 Q1
"2,639",Arkansas,Utilities,2008 Q1
"29,029",California,Utilities,2008 Q1
"3,703",Colorado,Utilities,2008 Q1
"4,037",Connecticut,Utilities,2008 Q1
913,Delaware,Utilities,2008 Q1
"1,491",District of Columbia,Utilities,2008 Q1
"39,463",Far West,Utilities,2008 Q1
"16,358",Florida,Utilities,2008 Q1
"8,275",Georgia,Utilities,2008 Q1
"41,529",Great Lakes,Utilities,2008 Q1
"1,579",Hawaii,Utilities,2008 Q1
760,Idaho,Utilities,2008 Q1
"12,505",Illinois,Utilities,2008 Q1
"5,608",Indiana,Utilities,2008 Q1
"2,434",Iowa,Utilities,2008 Q1
"2,476",Kansas,Utilities,2008 Q1
"2,766",Kentucky,Utilities,2008 Q1
"4,889",Louisiana,Utilities,2008 Q1
963,Maine,Utilities,2008 Q1
"6,316",Maryland,Utilities,2008 Q1
"4,984",Massachusetts,Utilities,2008 Q1
"8,125",Michigan,Utilities,2008 Q1
"47,683",Mideast,Utilities,2008 Q1
"4,383",Minnesota,Utilities,2008 Q1
"2,643",Mississippi,Utilities,2008 Q1
"4,233",Missouri,Utilities,2008 Q1
"1,033",Montana,Utilities,2008 Q1
"1,651",Nebraska,Utilities,2008 Q1
"2,289",Nevada,Utilities,2008 Q1
"12,656",New England,Utilities,2008 Q1
"1,249",New Hampshire,Utilities,2008 Q1
"8,471",New Jersey,Utilities,2008 Q1
"1,483",New Mexico,Utilities,2008 Q1
"19,261",New York,Utilities,2008 Q1
"5,752",North Carolina,Utilities,2008 Q1
"1,006",North Dakota,Utilities,2008 Q1
"10,331",Ohio,Utilities,2008 Q1
"3,877",Oklahoma,Utilities,2008 Q1
"2,446",Oregon,Utilities,2008 Q1
"11,229",Pennsylvania,Utilities,2008 Q1
"16,796",Plains,Utilities,2008 Q1
824,Rhode Island,Utilities,2008 Q1
"7,868",Rocky Mountain,Utilities,2008 Q1
"4,320",South Carolina,Utilities,2008 Q1
615,South Dakota,Utilities,2008 Q1
"62,617",Southeast,Utilities,2008 Q1
"40,469",Southwest,Utilities,2008 Q1
"1,755",Tennessee,Utilities,2008 Q1
"29,280",Texas,Utilities,2008 Q1
"268,884",United States,Utilities,2008 Q1
"1,584",Utah,Utilities,2008 Q1
599,Vermont,Utilities,2008 Q1
"6,254",Virginia,Utilities,2008 Q1
"3,517",Washington,Utilities,2008 Q1
"1,796",West Virginia,Utilities,2008 Q1
"4,959",Wisconsin,Utilities,2008 Q1
785,Wyoming,Utilities,2008 Q1
"11,251",Alabama,Wholesale trade,2008 Q1
"1,219",Alaska,Wholesale trade,2008 Q1
"16,685",Arizona,Wholesale trade,2008 Q1
"8,051",Arkansas,Wholesale trade,2008 Q1
"121,870",California,Wholesale trade,2008 Q1
"15,992",Colorado,Wholesale trade,2008 Q1
"14,783",Connecticut,Wholesale trade,2008 Q1
"2,567",Delaware,Wholesale trade,2008 Q1
895,District of Columbia,Wholesale trade,2008 Q1
"165,693",Far West,Wholesale trade,2008 Q1
"57,130",Florida,Wholesale trade,2008 Q1
"36,789",Georgia,Wholesale trade,2008 Q1
"148,016",Great Lakes,Wholesale trade,2008 Q1
"2,402",Hawaii,Wholesale trade,2008 Q1
"3,441",Idaho,Wholesale trade,2008 Q1
"52,581",Illinois,Wholesale trade,2008 Q1
"16,762",Indiana,Wholesale trade,2008 Q1
"8,842",Iowa,Wholesale trade,2008 Q1
"9,120",Kansas,Wholesale trade,2008 Q1
"12,327",Kentucky,Wholesale trade,2008 Q1
"11,258",Louisiana,Wholesale trade,2008 Q1
"2,996",Maine,Wholesale trade,2008 Q1
"15,533",Maryland,Wholesale trade,2008 Q1
"23,442",Massachusetts,Wholesale trade,2008 Q1
"27,651",Michigan,Wholesale trade,2008 Q1
"165,266",Mideast,Wholesale trade,2008 Q1
"21,014",Minnesota,Wholesale trade,2008 Q1
"5,015",Mississippi,Wholesale trade,2008 Q1
"17,476",Missouri,Wholesale trade,2008 Q1
"2,170",Montana,Wholesale trade,2008 Q1
"5,358",Nebraska,Wholesale trade,2008 Q1
"5,928",Nevada,Wholesale trade,2008 Q1
"49,543",New England,Wholesale trade,2008 Q1
"4,228",New Hampshire,Wholesale trade,2008 Q1
"44,556",New Jersey,Wholesale trade,2008 Q1
"3,142",New Mexico,Wholesale trade,2008 Q1
"63,895",New York,Wholesale trade,2008 Q1
"24,503",North Carolina,Wholesale trade,2008 Q1
"2,500",North Dakota,Wholesale trade,2008 Q1
"34,894",Ohio,Wholesale trade,2008 Q1
"8,628",Oklahoma,Wholesale trade,2008 Q1
"12,422",Oregon,Wholesale trade,2008 Q1
"37,820",Pennsylvania,Wholesale trade,2008 Q1
"66,668",Plains,Wholesale trade,2008 Q1
"2,765",Rhode Island,Wholesale trade,2008 Q1
"29,782",Rocky Mountain,Wholesale trade,2008 Q1
"10,851",South Carolina,Wholesale trade,2008 Q1
"2,357",South Dakota,Wholesale trade,2008 Q1
"219,155",Southeast,Wholesale trade,2008 Q1
"121,707",Southwest,Wholesale trade,2008 Q1
"19,898",Tennessee,Wholesale trade,2008 Q1
"93,252",Texas,Wholesale trade,2008 Q1
"966,094",United States,Wholesale trade,2008 Q1
"6,645",Utah,Wholesale trade,2008 Q1
"1,328",Vermont,Wholesale trade,2008 Q1
"18,801",Virginia,Wholesale trade,2008 Q1
"21,853",Washington,Wholesale trade,2008 Q1
"3,280",West Virginia,Wholesale trade,2008 Q1
"16,127",Wisconsin,Wholesale trade,2008 Q1
"1,533",Wyoming,Wholesale trade,2008 Q1
"4,408",Alabama,Accommodation and food services,2008 Q2
"1,198",Alaska,Accommodation and food services,2008 Q2
"9,085",Arizona,Accommodation and food services,2008 Q2
"2,541",Arkansas,Accommodation and food services,2008 Q2
"53,604",California,Accommodation and food services,2008 Q2
"8,528",Colorado,Accommodation and food services,2008 Q2
"4,474",Connecticut,Accommodation and food services,2008 Q2
"1,154",Delaware,Accommodation and food services,2008 Q2
"3,087",District of Columbia,Accommodation and food services,2008 Q2
"92,775",Far West,Accommodation and food services,2008 Q2
"31,880",Florida,Accommodation and food services,2008 Q2
"12,105",Georgia,Accommodation and food services,2008 Q2
"52,503",Great Lakes,Accommodation and food services,2008 Q2
"5,314",Hawaii,Accommodation and food services,2008 Q2
"1,529",Idaho,Accommodation and food services,2008 Q2
"17,835",Illinois,Accommodation and food services,2008 Q2
"6,559",Indiana,Accommodation and food services,2008 Q2
"3,077",Iowa,Accommodation and food services,2008 Q2
"3,110",Kansas,Accommodation and food services,2008 Q2
"4,562",Kentucky,Accommodation and food services,2008 Q2
"5,657",Louisiana,Accommodation and food services,2008 Q2
"1,759",Maine,Accommodation and food services,2008 Q2
"7,943",Maryland,Accommodation and food services,2008 Q2
"10,167",Massachusetts,Accommodation and food services,2008 Q2
"10,180",Michigan,Accommodation and food services,2008 Q2
"66,697",Mideast,Accommodation and food services,2008 Q2
"6,492",Minnesota,Accommodation and food services,2008 Q2
"3,823",Mississippi,Accommodation and food services,2008 Q2
"7,050",Missouri,Accommodation and food services,2008 Q2
"1,272",Montana,Accommodation and food services,2008 Q2
"1,907",Nebraska,Accommodation and food services,2008 Q2
"18,577",Nevada,Accommodation and food services,2008 Q2
"21,013",New England,Accommodation and food services,2008 Q2
"1,889",New Hampshire,Accommodation and food services,2008 Q2
"11,825",New Jersey,Accommodation and food services,2008 Q2
"2,413",New Mexico,Accommodation and food services,2008 Q2
"29,675",New York,Accommodation and food services,2008 Q2
"9,889",North Carolina,Accommodation and food services,2008 Q2
771,North Dakota,Accommodation and food services,2008 Q2
"11,923",Ohio,Accommodation and food services,2008 Q2
"3,620",Oklahoma,Accommodation and food services,2008 Q2
"4,551",Oregon,Accommodation and food services,2008 Q2
"13,014",Pennsylvania,Accommodation and food services,2008 Q2
"23,419",Plains,Accommodation and food services,2008 Q2
"1,563",Rhode Island,Accommodation and food services,2008 Q2
"15,480",Rocky Mountain,Accommodation and food services,2008 Q2
"6,140",South Carolina,Accommodation and food services,2008 Q2
"1,012",South Dakota,Accommodation and food services,2008 Q2
"101,618",Southeast,Accommodation and food services,2008 Q2
"46,871",Southwest,Accommodation and food services,2008 Q2
"8,402",Tennessee,Accommodation and food services,2008 Q2
"31,751",Texas,Accommodation and food services,2008 Q2
"420,396",United States,Accommodation and food services,2008 Q2
"3,019",Utah,Accommodation and food services,2008 Q2
"1,163",Vermont,Accommodation and food services,2008 Q2
"10,271",Virginia,Accommodation and food services,2008 Q2
"9,529",Washington,Accommodation and food services,2008 Q2
"1,935",West Virginia,Accommodation and food services,2008 Q2
"6,004",Wisconsin,Accommodation and food services,2008 Q2
"1,133",Wyoming,Accommodation and food services,2008 Q2
"4,407",Alabama,Administrative and waste management services,2008 Q2
871,Alaska,Administrative and waste management services,2008 Q2
"11,891",Arizona,Administrative and waste management services,2008 Q2
"2,377",Arkansas,Administrative and waste management services,2008 Q2
"60,076",California,Administrative and waste management services,2008 Q2
"8,163",Colorado,Administrative and waste management services,2008 Q2
"6,273",Connecticut,Administrative and waste management services,2008 Q2
"1,253",Delaware,Administrative and waste management services,2008 Q2
"2,740",District of Columbia,Administrative and waste management services,2008 Q2
"81,654",Far West,Administrative and waste management services,2008 Q2
"31,066",Florida,Administrative and waste management services,2008 Q2
"14,641",Georgia,Administrative and waste management services,2008 Q2
"65,474",Great Lakes,Administrative and waste management services,2008 Q2
"2,116",Hawaii,Administrative and waste management services,2008 Q2
"1,892",Idaho,Administrative and waste management services,2008 Q2
"21,775",Illinois,Administrative and waste management services,2008 Q2
"7,397",Indiana,Administrative and waste management services,2008 Q2
"2,898",Iowa,Administrative and waste management services,2008 Q2
"4,052",Kansas,Administrative and waste management services,2008 Q2
"4,018",Kentucky,Administrative and waste management services,2008 Q2
"5,545",Louisiana,Administrative and waste management services,2008 Q2
"1,403",Maine,Administrative and waste management services,2008 Q2
"9,103",Maryland,Administrative and waste management services,2008 Q2
"11,131",Massachusetts,Administrative and waste management services,2008 Q2
"14,302",Michigan,Administrative and waste management services,2008 Q2
"73,929",Mideast,Administrative and waste management services,2008 Q2
"6,563",Minnesota,Administrative and waste management services,2008 Q2
"2,239",Mississippi,Administrative and waste management services,2008 Q2
"7,340",Missouri,Administrative and waste management services,2008 Q2
827,Montana,Administrative and waste management services,2008 Q2
"2,149",Nebraska,Administrative and waste management services,2008 Q2
"3,929",Nevada,Administrative and waste management services,2008 Q2
"22,452",New England,Administrative and waste management services,2008 Q2
"1,885",New Hampshire,Administrative and waste management services,2008 Q2
"16,151",New Jersey,Administrative and waste management services,2008 Q2
"2,393",New Mexico,Administrative and waste management services,2008 Q2
"29,665",New York,Administrative and waste management services,2008 Q2
"11,698",North Carolina,Administrative and waste management services,2008 Q2
473,North Dakota,Administrative and waste management services,2008 Q2
"15,896",Ohio,Administrative and waste management services,2008 Q2
"5,004",Oklahoma,Administrative and waste management services,2008 Q2
"4,726",Oregon,Administrative and waste management services,2008 Q2
"15,017",Pennsylvania,Administrative and waste management services,2008 Q2
"24,101",Plains,Administrative and waste management services,2008 Q2
"1,245",Rhode Island,Administrative and waste management services,2008 Q2
"14,713",Rocky Mountain,Administrative and waste management services,2008 Q2
"6,667",South Carolina,Administrative and waste management services,2008 Q2
626,South Dakota,Administrative and waste management services,2008 Q2
"105,638",Southeast,Administrative and waste management services,2008 Q2
"57,760",Southwest,Administrative and waste management services,2008 Q2
"10,169",Tennessee,Administrative and waste management services,2008 Q2
"38,473",Texas,Administrative and waste management services,2008 Q2
"445,716",United States,Administrative and waste management services,2008 Q2
"3,381",Utah,Administrative and waste management services,2008 Q2
515,Vermont,Administrative and waste management services,2008 Q2
"11,517",Virginia,Administrative and waste management services,2008 Q2
"9,935",Washington,Administrative and waste management services,2008 Q2
"1,294",West Virginia,Administrative and waste management services,2008 Q2
"6,103",Wisconsin,Administrative and waste management services,2008 Q2
450,Wyoming,Administrative and waste management services,2008 Q2
"1,669",Alabama,"Agriculture, forestry, fishing, and hunting",2008 Q2
306,Alaska,"Agriculture, forestry, fishing, and hunting",2008 Q2
"1,458",Arizona,"Agriculture, forestry, fishing, and hunting",2008 Q2
"2,486",Arkansas,"Agriculture, forestry, fishing, and hunting",2008 Q2
"21,274",California,"Agriculture, forestry, fishing, and hunting",2008 Q2
"1,596",Colorado,"Agriculture, forestry, fishing, and hunting",2008 Q2
226,Connecticut,"Agriculture, forestry, fishing, and hunting",2008 Q2
,Delaware,"Agriculture, forestry, fishing, and hunting",2008 Q2
2,District of Columbia,"Agriculture, forestry, fishing, and hunting",2008 Q2
"29,581",Far West,"Agriculture, forestry, fishing, and hunting",2008 Q2
"5,029",Florida,"Agriculture, forestry, fishing, and hunting",2008 Q2
"3,025",Georgia,"Agriculture, forestry, fishing, and hunting",2008 Q2
"15,840",Great Lakes,"Agriculture, forestry, fishing, and hunting",2008 Q2
308,Hawaii,"Agriculture, forestry, fishing, and hunting",2008 Q2
"2,400",Idaho,"Agriculture, forestry, fishing, and hunting",2008 Q2
"5,193",Illinois,"Agriculture, forestry, fishing, and hunting",2008 Q2
"3,278",Indiana,"Agriculture, forestry, fishing, and hunting",2008 Q2
"6,267",Iowa,"Agriculture, forestry, fishing, and hunting",2008 Q2
"3,347",Kansas,"Agriculture, forestry, fishing, and hunting",2008 Q2
"1,548",Kentucky,"Agriculture, forestry, fishing, and hunting",2008 Q2
"1,226",Louisiana,"Agriculture, forestry, fishing, and hunting",2008 Q2
,Maine,"Agriculture, forestry, fishing, and hunting",2008 Q2
717,Maryland,"Agriculture, forestry, fishing, and hunting",2008 Q2
612,Massachusetts,"Agriculture, forestry, fishing, and hunting",2008 Q2
"2,306",Michigan,"Agriculture, forestry, fishing, and hunting",2008 Q2
,Mideast,"Agriculture, forestry, fishing, and hunting",2008 Q2
"5,070",Minnesota,"Agriculture, forestry, fishing, and hunting",2008 Q2
"1,666",Mississippi,"Agriculture, forestry, fishing, and hunting",2008 Q2
"2,908",Missouri,"Agriculture, forestry, fishing, and hunting",2008 Q2
"1,050",Montana,"Agriculture, forestry, fishing, and hunting",2008 Q2
"4,378",Nebraska,"Agriculture, forestry, fishing, and hunting",2008 Q2
224,Nevada,"Agriculture, forestry, fishing, and hunting",2008 Q2
,New England,"Agriculture, forestry, fishing, and hunting",2008 Q2
160,New Hampshire,"Agriculture, forestry, fishing, and hunting",2008 Q2
636,New Jersey,"Agriculture, forestry, fishing, and hunting",2008 Q2
846,New Mexico,"Agriculture, forestry, fishing, and hunting",2008 Q2
