GDP,Geography,Industry,Quarter
"2,371",Alaska,Health care and social assistance,2008 Q1
"18,941",Arizona,Health care and social assistance,2008 Q1
"7,660",Arkansas,Health care and social assistance,2008 Q1
"109,692",California,Health care and social assistance,2008 Q1
"14,199",Colorado,Health care and social assistance,2008 Q1
"17,506",Connecticut,Health care and social assistance,2008 Q1
"3,544",Delaware,Health care and social assistance,2008 Q1
"4,248",District of Columbia,Health care and social assistance,2008 Q1
"156,157",Far West,Health care and social assistance,2008 Q1
"59,715",Florida,Health care and social assistance,2008 Q1
"24,207",Georgia,Health care and social assistance,2008 Q1
"161,340",Great Lakes,Health care and social assistance,2008 Q1
"4,085",Hawaii,Health care and social assistance,2008 Q1
"3,855",Idaho,Health care and social assistance,2008 Q1
"44,303",Illinois,Health care and social assistance,2008 Q1
"20,680",Indiana,Health care and social assistance,2008 Q1
"9,644",Iowa,Health care and social assistance,2008 Q1
"9,099",Kansas,Health care and social assistance,2008 Q1
"12,615",Kentucky,Health care and social assistance,2008 Q1
"12,567",Louisiana,Health care and social assistance,2008 Q1
"5,854",Maine,Health care and social assistance,2008 Q1
"21,348",Maryland,Health care and social assistance,2008 Q1
"34,059",Massachusetts,Health care and social assistance,2008 Q1
"32,875",Michigan,Health care and social assistance,2008 Q1
"199,339",Mideast,Health care and social assistance,2008 Q1
"23,189",Minnesota,Health care and social assistance,2008 Q1
"6,728",Mississippi,Health care and social assistance,2008 Q1
"19,718",Missouri,Health care and social assistance,2008 Q1
"3,106",Montana,Health care and social assistance,2008 Q1
"6,372",Nebraska,Health care and social assistance,2008 Q1
"6,365",Nevada,Health care and social assistance,2008 Q1
"70,353",New England,Health care and social assistance,2008 Q1
"5,416",New Hampshire,Health care and social assistance,2008 Q1
"35,536",New Jersey,Health care and social assistance,2008 Q1
"5,291",New Mexico,Health care and social assistance,2008 Q1
"81,292",New York,Health care and social assistance,2008 Q1
"27,369",North Carolina,Health care and social assistance,2008 Q1
"2,564",North Dakota,Health care and social assistance,2008 Q1
"41,976",Ohio,Health care and social assistance,2008 Q1
"9,846",Oklahoma,Health care and social assistance,2008 Q1
"12,718",Oregon,Health care and social assistance,2008 Q1
"53,370",Pennsylvania,Health care and social assistance,2008 Q1
"73,711",Plains,Health care and social assistance,2008 Q1
"4,921",Rhode Island,Health care and social assistance,2008 Q1
"28,787",Rocky Mountain,Health care and social assistance,2008 Q1
"10,202",South Carolina,Health care and social assistance,2008 Q1
"3,124",South Dakota,Health care and social assistance,2008 Q1
"223,795",Southeast,Health care and social assistance,2008 Q1
"98,675",Southwest,Health care and social assistance,2008 Q1
"22,502",Tennessee,Health care and social assistance,2008 Q1
"64,597",Texas,Health care and social assistance,2008 Q1
"1,012,150",United States,Health care and social assistance,2008 Q1
"6,285",Utah,Health care and social assistance,2008 Q1
"2,597",Vermont,Health care and social assistance,2008 Q1
"22,747",Virginia,Health care and social assistance,2008 Q1
"20,926",Washington,Health care and social assistance,2008 Q1
"5,670",West Virginia,Health care and social assistance,2008 Q1
"21,506",Wisconsin,Health care and social assistance,2008 Q1
"1,342",Wyoming,Health care and social assistance,2008 Q1
"4,956",Alabama,Information,2008 Q1
"1,178",Alaska,Information,2008 Q1
"7,536",Arizona,Information,2008 Q1
"4,847",Arkansas,Information,2008 Q1
"144,691",California,Information,2008 Q1
"21,254",Colorado,Information,2008 Q1
"10,958",Connecticut,Information,2008 Q1
"1,697",Delaware,Information,2008 Q1
"6,626",District of Columbia,Information,2008 Q1
"190,712",Far West,Information,2008 Q1
"33,089",Florida,Information,2008 Q1
"27,092",Georgia,Information,2008 Q1
"67,539",Great Lakes,Information,2008 Q1
"1,795",Hawaii,Information,2008 Q1
"1,348",Idaho,Information,2008 Q1
"25,591",Illinois,Information,2008 Q1
"6,600",Indiana,Information,2008 Q1
"4,624",Iowa,Information,2008 Q1
"7,461",Kansas,Information,2008 Q1
"4,472",Kentucky,Information,2008 Q1
"4,654",Louisiana,Information,2008 Q1
"1,281",Maine,Information,2008 Q1
"15,146",Maryland,Information,2008 Q1
"21,258",Massachusetts,Information,2008 Q1
"11,571",Michigan,Information,2008 Q1
"167,684",Mideast,Information,2008 Q1
"10,639",Minnesota,Information,2008 Q1
"2,055",Mississippi,Information,2008 Q1
"13,137",Missouri,Information,2008 Q1
976,Montana,Information,2008 Q1
"2,856",Nebraska,Information,2008 Q1
"3,000",Nevada,Information,2008 Q1
"38,739",New England,Information,2008 Q1
"2,410",New Hampshire,Information,2008 Q1
"24,458",New Jersey,Information,2008 Q1
"2,487",New Mexico,Information,2008 Q1
"90,392",New York,Information,2008 Q1
"13,393",North Carolina,Information,2008 Q1
"1,092",North Dakota,Information,2008 Q1
"15,140",Ohio,Information,2008 Q1
"4,467",Oklahoma,Information,2008 Q1
"6,459",Oregon,Information,2008 Q1
"29,365",Pennsylvania,Information,2008 Q1
"40,859",Plains,Information,2008 Q1
"2,067",Rhode Island,Information,2008 Q1
"28,576",Rocky Mountain,Information,2008 Q1
"4,462",South Carolina,Information,2008 Q1
"1,049",South Dakota,Information,2008 Q1
"128,959",Southeast,Information,2008 Q1
"63,982",Southwest,Information,2008 Q1
"8,846",Tennessee,Information,2008 Q1
"49,492",Texas,Information,2008 Q1
"727,026",United States,Information,2008 Q1
"4,478",Utah,Information,2008 Q1
769,Vermont,Information,2008 Q1
"19,430",Virginia,Information,2008 Q1
"33,590",Washington,Information,2008 Q1
"1,664",West Virginia,Information,2008 Q1
"8,636",Wisconsin,Information,2008 Q1
520,Wyoming,Information,2008 Q1
"1,423",Alabama,Management of companies and enterprises,2008 Q1
273,Alaska,Management of companies and enterprises,2008 Q1
"3,009",Arizona,Management of companies and enterprises,2008 Q1
"2,631",Arkansas,Management of companies and enterprises,2008 Q1
"27,482",California,Management of companies and enterprises,2008 Q1
"4,619",Colorado,Management of companies and enterprises,2008 Q1
"5,467",Connecticut,Management of companies and enterprises,2008 Q1
"1,487",Delaware,Management of companies and enterprises,2008 Q1
563,District of Columbia,Management of companies and enterprises,2008 Q1
"40,528",Far West,Management of companies and enterprises,2008 Q1
"10,180",Florida,Management of companies and enterprises,2008 Q1
"6,418",Georgia,Management of companies and enterprises,2008 Q1
"46,181",Great Lakes,Management of companies and enterprises,2008 Q1
790,Hawaii,Management of companies and enterprises,2008 Q1
803,Idaho,Management of companies and enterprises,2008 Q1
"15,132",Illinois,Management of companies and enterprises,2008 Q1
"3,288",Indiana,Management of companies and enterprises,2008 Q1
"1,319",Iowa,Management of companies and enterprises,2008 Q1
"1,718",Kansas,Management of companies and enterprises,2008 Q1
"2,317",Kentucky,Management of companies and enterprises,2008 Q1
"2,343",Louisiana,Management of companies and enterprises,2008 Q1
906,Maine,Management of companies and enterprises,2008 Q1
"2,851",Maryland,Management of companies and enterprises,2008 Q1
"8,499",Massachusetts,Management of companies and enterprises,2008 Q1
"8,396",Michigan,Management of companies and enterprises,2008 Q1
"59,627",Mideast,Management of companies and enterprises,2008 Q1
"12,585",Minnesota,Management of companies and enterprises,2008 Q1
"1,004",Mississippi,Management of companies and enterprises,2008 Q1
"8,531",Missouri,Management of companies and enterprises,2008 Q1
134,Montana,Management of companies and enterprises,2008 Q1
"1,651",Nebraska,Management of companies and enterprises,2008 Q1
"3,954",Nevada,Management of companies and enterprises,2008 Q1
"17,461",New England,Management of companies and enterprises,2008 Q1
940,New Hampshire,Management of companies and enterprises,2008 Q1
"13,327",New Jersey,Management of companies and enterprises,2008 Q1
416,New Mexico,Management of companies and enterprises,2008 Q1
"24,871",New York,Management of companies and enterprises,2008 Q1
"9,966",North Carolina,Management of companies and enterprises,2008 Q1
370,North Dakota,Management of companies and enterprises,2008 Q1
"14,278",Ohio,Management of companies and enterprises,2008 Q1
"1,666",Oklahoma,Management of companies and enterprises,2008 Q1
"3,637",Oregon,Management of companies and enterprises,2008 Q1
"16,529",Pennsylvania,Management of companies and enterprises,2008 Q1
"26,583",Plains,Management of companies and enterprises,2008 Q1
"1,558",Rhode Island,Management of companies and enterprises,2008 Q1
"7,524",Rocky Mountain,Management of companies and enterprises,2008 Q1
"1,524",South Carolina,Management of companies and enterprises,2008 Q1
409,South Dakota,Management of companies and enterprises,2008 Q1
"52,340",Southeast,Management of companies and enterprises,2008 Q1
"15,687",Southwest,Management of companies and enterprises,2008 Q1
"3,254",Tennessee,Management of companies and enterprises,2008 Q1
"10,596",Texas,Management of companies and enterprises,2008 Q1
"265,804",United States,Management of companies and enterprises,2008 Q1
"1,857",Utah,Management of companies and enterprises,2008 Q1
93,Vermont,Management of companies and enterprises,2008 Q1
"10,802",Virginia,Management of companies and enterprises,2008 Q1
"4,392",Washington,Management of companies and enterprises,2008 Q1
479,West Virginia,Management of companies and enterprises,2008 Q1
"5,086",Wisconsin,Management of companies and enterprises,2008 Q1
110,Wyoming,Management of companies and enterprises,2008 Q1
"29,378",Alabama,Manufacturing,2008 Q1
"1,414",Alaska,Manufacturing,2008 Q1
"24,244",Arizona,Manufacturing,2008 Q1
"16,521",Arkansas,Manufacturing,2008 Q1
"232,243",California,Manufacturing,2008 Q1
"19,703",Colorado,Manufacturing,2008 Q1
"40,679",Connecticut,Manufacturing,2008 Q1
"5,193",Delaware,Manufacturing,2008 Q1
249,District of Columbia,Manufacturing,2008 Q1
"329,197",Far West,Manufacturing,2008 Q1
"42,697",Florida,Manufacturing,2008 Q1
"49,460",Georgia,Manufacturing,2008 Q1
"389,665",Great Lakes,Manufacturing,2008 Q1
"1,251",Hawaii,Manufacturing,2008 Q1
"6,692",Idaho,Manufacturing,2008 Q1
"82,355",Illinois,Manufacturing,2008 Q1
"85,133",Indiana,Manufacturing,2008 Q1
"29,402",Iowa,Manufacturing,2008 Q1
"22,031",Kansas,Manufacturing,2008 Q1
"29,924",Kentucky,Manufacturing,2008 Q1
"41,324",Louisiana,Manufacturing,2008 Q1
"5,711",Maine,Manufacturing,2008 Q1
"17,854",Maryland,Manufacturing,2008 Q1
"43,251",Massachusetts,Manufacturing,2008 Q1
"78,201",Michigan,Manufacturing,2008 Q1
"230,266",Mideast,Manufacturing,2008 Q1
"36,404",Minnesota,Manufacturing,2008 Q1
"15,885",Mississippi,Manufacturing,2008 Q1
"34,341",Missouri,Manufacturing,2008 Q1
"2,270",Montana,Manufacturing,2008 Q1
"10,634",Nebraska,Manufacturing,2008 Q1
"6,545",Nevada,Manufacturing,2008 Q1
"104,547",New England,Manufacturing,2008 Q1
"7,609",New Hampshire,Manufacturing,2008 Q1
"55,332",New Jersey,Manufacturing,2008 Q1
"4,534",New Mexico,Manufacturing,2008 Q1
"71,270",New York,Manufacturing,2008 Q1
"89,183",North Carolina,Manufacturing,2008 Q1
"3,257",North Dakota,Manufacturing,2008 Q1
"92,819",Ohio,Manufacturing,2008 Q1
"18,051",Oklahoma,Manufacturing,2008 Q1
"39,938",Oregon,Manufacturing,2008 Q1
"80,290",Pennsylvania,Manufacturing,2008 Q1
"139,804",Plains,Manufacturing,2008 Q1
"4,313",Rhode Island,Manufacturing,2008 Q1
"43,714",Rocky Mountain,Manufacturing,2008 Q1
"27,899",South Carolina,Manufacturing,2008 Q1
"3,816",South Dakota,Manufacturing,2008 Q1
"426,494",Southeast,Manufacturing,2008 Q1
"215,160",Southwest,Manufacturing,2008 Q1
"43,055",Tennessee,Manufacturing,2008 Q1
"168,409",Texas,Manufacturing,2008 Q1
"1,875,634",United States,Manufacturing,2008 Q1
"12,527",Utah,Manufacturing,2008 Q1
"3,068",Vermont,Manufacturing,2008 Q1
"34,922",Virginia,Manufacturing,2008 Q1
"47,990",Washington,Manufacturing,2008 Q1
"6,027",West Virginia,Manufacturing,2008 Q1
"51,428",Wisconsin,Manufacturing,2008 Q1
"2,623",Wyoming,Manufacturing,2008 Q1
"2,855",Alabama,Mining,2008 Q1
"10,833",Alaska,Mining,2008 Q1
"6,019",Arizona,Mining,2008 Q1
"1,516",Arkansas,Mining,2008 Q1
"13,068",California,Mining,2008 Q1
"9,152",Colorado,Mining,2008 Q1
155,Connecticut,Mining,2008 Q1
,Delaware,Mining,2008 Q1
0,District of Columbia,Mining,2008 Q1
"28,883",Far West,Mining,2008 Q1
"2,278",Florida,Mining,2008 Q1
"1,457",Georgia,Mining,2008 Q1
"7,660",Great Lakes,Mining,2008 Q1
115,Hawaii,Mining,2008 Q1
812,Idaho,Mining,2008 Q1
"2,223",Illinois,Mining,2008 Q1
"1,284",Indiana,Mining,2008 Q1
399,Iowa,Mining,2008 Q1
"1,526",Kansas,Mining,2008 Q1
"5,333",Kentucky,Mining,2008 Q1
"13,833",Louisiana,Mining,2008 Q1
,Maine,Mining,2008 Q1
432,Maryland,Mining,2008 Q1
186,Massachusetts,Mining,2008 Q1
"1,120",Michigan,Mining,2008 Q1
,Mideast,Mining,2008 Q1
"1,390",Minnesota,Mining,2008 Q1
"1,262",Mississippi,Mining,2008 Q1
"1,460",Missouri,Mining,2008 Q1
"1,974",Montana,Mining,2008 Q1
177,Nebraska,Mining,2008 Q1
"4,344",Nevada,Mining,2008 Q1
,New England,Mining,2008 Q1
135,New Hampshire,Mining,2008 Q1
273,New Jersey,Mining,2008 Q1
"5,664",New Mexico,Mining,2008 Q1
"1,084",New York,Mining,2008 Q1
"1,074",North Carolina,Mining,2008 Q1
"1,031",North Dakota,Mining,2008 Q1
"2,551",Ohio,Mining,2008 Q1
"14,322",Oklahoma,Mining,2008 Q1
384,Oregon,Mining,2008 Q1
"5,429",Pennsylvania,Mining,2008 Q1
"5,849",Plains,Mining,2008 Q1
40,Rhode Island,Mining,2008 Q1
"25,049",Rocky Mountain,Mining,2008 Q1
308,South Carolina,Mining,2008 Q1
151,South Dakota,Mining,2008 Q1
"39,782",Southeast,Mining,2008 Q1
"119,956",Southwest,Mining,2008 Q1
"1,273",Tennessee,Mining,2008 Q1
"94,808",Texas,Mining,2008 Q1
"233,833",United States,Mining,2008 Q1
"2,767",Utah,Mining,2008 Q1
161,Vermont,Mining,2008 Q1
"2,727",Virginia,Mining,2008 Q1
641,Washington,Mining,2008 Q1
"7,562",West Virginia,Mining,2008 Q1
538,Wisconsin,Mining,2008 Q1
"10,462",Wyoming,Mining,2008 Q1
"4,850",Alabama,"Other services, except government",2008 Q1
741,Alaska,"Other services, except government",2008 Q1
"5,831",Arizona,"Other services, except government",2008 Q1
"2,347",Arkansas,"Other services, except government",2008 Q1
"46,697",California,"Other services, except government",2008 Q1
"6,263",Colorado,"Other services, except government",2008 Q1
"4,923",Connecticut,"Other services, except government",2008 Q1
998,Delaware,"Other services, except government",2008 Q1
"6,187",District of Columbia,"Other services, except government",2008 Q1
"63,472",Far West,"Other services, except government",2008 Q1
"21,756",Florida,"Other services, except government",2008 Q1
"9,260",Georgia,"Other services, except government",2008 Q1
"50,735",Great Lakes,"Other services, except government",2008 Q1
"1,699",Hawaii,"Other services, except government",2008 Q1
"1,253",Idaho,"Other services, except government",2008 Q1
"16,586",Illinois,"Other services, except government",2008 Q1
"6,729",Indiana,"Other services, except government",2008 Q1
"3,040",Iowa,"Other services, except government",2008 Q1
"3,099",Kansas,"Other services, except government",2008 Q1
"3,661",Kentucky,"Other services, except government",2008 Q1
"4,786",Louisiana,"Other services, except government",2008 Q1
"1,172",Maine,"Other services, except government",2008 Q1
"7,725",Maryland,"Other services, except government",2008 Q1
"8,264",Massachusetts,"Other services, except government",2008 Q1
"10,049",Michigan,"Other services, except government",2008 Q1
"64,888",Mideast,"Other services, except government",2008 Q1
"6,295",Minnesota,"Other services, except government",2008 Q1
"2,322",Mississippi,"Other services, except government",2008 Q1
"6,422",Missouri,"Other services, except government",2008 Q1
885,Montana,"Other services, except government",2008 Q1
"2,118",Nebraska,"Other services, except government",2008 Q1
"2,560",Nevada,"Other services, except government",2008 Q1
"17,765",New England,"Other services, except government",2008 Q1
