,nace_r2,nace_r2,nace_r2,nace_r2,nace_r2,nace_r2,nace_r2,nace_r2,nace_r2,nace_r2,nace_r2,nace_r2,nace_r2,nace_r2,nace_r2,nace_r2,nace_r2,nace_r2,nace_r2,nace_r2,nace_r2,nace_r2,nace_r2,nace_r2,nace_r2,nace_r2,nace_r2,nace_r2,nace_r2,nace_r2,nace_r2,nace_r2,nace_r2,nace_r2,nace_r2,nace_r2,nace_r2,nace_r2,nace_r2,nace_r2,nace_r2,nace_r2,nace_r2,nace_r2,s_adj,s_adj,s_adj,s_adj,s_adj,s_adj,s_adj,s_adj,s_adj,s_adj,s_adj,s_adj,s_adj,s_adj,s_adj,s_adj,s_adj,s_adj,s_adj,s_adj,s_adj,s_adj,s_adj,s_adj,s_adj,s_adj,s_adj,s_adj,s_adj,s_adj,s_adj,s_adj,s_adj,s_adj,s_adj,s_adj,s_adj,s_adj,s_adj,s_adj,s_adj,s_adj,s_adj,s_adj,unit,unit,unit,unit,unit,unit,unit,unit,unit,unit,unit,unit,unit,unit,unit,unit,unit,unit,unit,unit,unit,unit,unit,unit,unit,unit,unit,unit,unit,unit,unit,unit,unit,unit,unit,unit,unit,unit,unit,unit,unit,unit,unit,unit,values,values,values,values,values,values,values,values,values,values,values,values,values,values,values,values,values,values,values,values,values,values,values,values,values,values,values,values,values,values,values,values,values,values,values,values,values,values,values,values,values,values,values,values
2016-01-01,192.0,274.0,264.0,108.0,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,144.0,432.0,264.0,264.0,297.0,288.0,408.0,54.0,432.0,384.0,432.0,96.0,72.0,274.0,240.0,264.0,264.0,264.0,144.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11761,192.0,274.0,264.0,108.0,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,144.0,432.0,264.0,264.0,297.0,288.0,408.0,54.0,432.0,384.0,432.0,96.0,72.0,274.0,240.0,264.0,264.0,264.0,144.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11761,192.0,274.0,264.0,108.0,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,144.0,432.0,264.0,264.0,297.0,288.0,408.0,54.0,432.0,384.0,432.0,96.0,72.0,274.0,240.0,264.0,264.0,264.0,144.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11761,192.0,274.0,242.0,108.0,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,144.0,432.0,264.0,264.0,297.0,288.0,408.0,54.0,432.0,384.0,432.0,96.0,0.0,274.0,240.0,264.0,264.0,264.0,144.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11761
2016-04-01,192.0,274.0,264.0,108.0,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,144.0,432.0,264.0,264.0,297.0,288.0,408.0,54.0,432.0,384.0,432.0,96.0,72.0,274.0,240.0,264.0,264.0,264.0,144.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11761,192.0,274.0,264.0,108.0,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,144.0,432.0,264.0,264.0,297.0,288.0,408.0,54.0,432.0,384.0,432.0,96.0,72.0,274.0,240.0,264.0,264.0,264.0,144.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11761,192.0,274.0,264.0,108.0,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,144.0,432.0,264.0,264.0,297.0,288.0,408.0,54.0,432.0,384.0,432.0,96.0,72.0,274.0,240.0,264.0,264.0,264.0,144.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11761,192.0,274.0,242.0,108.0,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,144.0,432.0,264.0,264.0,297.0,288.0,408.0,54.0,432.0,384.0,432.0,96.0,0.0,274.0,240.0,264.0,264.0,264.0,144.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11761
2016-07-01,192.0,274.0,264.0,108.0,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,144.0,432.0,264.0,264.0,297.0,288.0,408.0,54.0,432.0,384.0,432.0,96.0,72.0,274.0,240.0,264.0,264.0,264.0,144.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11761,192.0,274.0,264.0,108.0,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,144.0,432.0,264.0,264.0,297.0,288.0,408.0,54.0,432.0,384.0,432.0,96.0,72.0,274.0,240.0,264.0,264.0,264.0,144.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11761,192.0,274.0,264.0,108.0,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,144.0,432.0,264.0,264.0,297.0,288.0,408.0,54.0,432.0,384.0,432.0,96.0,72.0,274.0,240.0,264.0,264.0,264.0,144.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11761,192.0,274.0,242.0,108.0,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,144.0,432.0,264.0,264.0,297.0,288.0,408.0,54.0,432.0,384.0,432.0,96.0,0.0,274.0,240.0,264.0,264.0,264.0,144.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11761
2016-10-01,192.0,274.0,264.0,108.0,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,144.0,432.0,264.0,264.0,297.0,288.0,408.0,54.0,432.0,384.0,432.0,96.0,72.0,274.0,240.0,264.0,264.0,264.0,144.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11761,192.0,274.0,264.0,108.0,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,144.0,432.0,264.0,264.0,297.0,288.0,408.0,54.0,432.0,384.0,432.0,96.0,72.0,274.0,240.0,264.0,264.0,264.0,144.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11761,192.0,274.0,264.0,108.0,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,144.0,432.0,264.0,264.0,297.0,288.0,408.0,54.0,432.0,384.0,432.0,96.0,72.0,274.0,240.0,264.0,264.0,264.0,144.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11761,192.0,274.0,242.0,108.0,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,144.0,432.0,264.0,264.0,297.0,288.0,408.0,54.0,432.0,384.0,432.0,96.0,0.0,274.0,240.0,264.0,264.0,264.0,144.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11761
2017-01-01,192.0,274.0,264.0,108.0,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,144.0,432.0,264.0,264.0,297.0,288.0,408.0,54.0,432.0,384.0,432.0,96.0,,274.0,240.0,264.0,264.0,264.0,144.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11761,192.0,274.0,264.0,108.0,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,144.0,432.0,264.0,264.0,297.0,288.0,408.0,54.0,432.0,384.0,432.0,96.0,,274.0,240.0,264.0,264.0,264.0,144.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11761,192.0,274.0,264.0,108.0,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,144.0,432.0,264.0,264.0,297.0,288.0,408.0,54.0,432.0,384.0,432.0,96.0,,274.0,240.0,264.0,264.0,264.0,144.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11761,192.0,274.0,242.0,108.0,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,144.0,432.0,264.0,264.0,297.0,288.0,408.0,54.0,432.0,384.0,432.0,96.0,,274.0,240.0,264.0,264.0,264.0,144.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11761
2017-04-01,192.0,274.0,264.0,108.0,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,144.0,432.0,264.0,264.0,297.0,288.0,408.0,54.0,432.0,384.0,432.0,96.0,,274.0,240.0,264.0,264.0,264.0,144.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11761,192.0,274.0,264.0,108.0,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,144.0,432.0,264.0,264.0,297.0,288.0,408.0,54.0,432.0,384.0,432.0,96.0,,274.0,240.0,264.0,264.0,264.0,144.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11761,192.0,274.0,264.0,108.0,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,144.0,432.0,264.0,264.0,297.0,288.0,408.0,54.0,432.0,384.0,432.0,96.0,,274.0,240.0,264.0,264.0,264.0,144.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11761,192.0,274.0,242.0,108.0,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,144.0,432.0,264.0,264.0,297.0,288.0,408.0,54.0,432.0,384.0,432.0,96.0,,274.0,240.0,264.0,264.0,264.0,144.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11761
2017-07-01,192.0,274.0,264.0,108.0,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,144.0,432.0,264.0,264.0,297.0,288.0,408.0,54.0,432.0,384.0,432.0,96.0,,274.0,240.0,264.0,264.0,264.0,144.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11761,192.0,274.0,264.0,108.0,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,144.0,432.0,264.0,264.0,297.0,288.0,408.0,54.0,432.0,384.0,432.0,96.0,,274.0,240.0,264.0,264.0,264.0,144.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11761,192.0,274.0,264.0,108.0,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,144.0,432.0,264.0,264.0,297.0,288.0,408.0,54.0,432.0,384.0,432.0,96.0,,274.0,240.0,264.0,264.0,264.0,144.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11761,192.0,274.0,242.0,108.0,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,144.0,432.0,264.0,264.0,297.0,288.0,408.0,54.0,432.0,384.0,432.0,96.0,,274.0,240.0,264.0,264.0,264.0,144.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11761
2017-10-01,192.0,274.0,264.0,108.0,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,144.0,432.0,264.0,264.0,297.0,288.0,408.0,54.0,432.0,384.0,432.0,96.0,,274.0,240.0,264.0,264.0,264.0,144.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11761,192.0,274.0,264.0,108.0,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,144.0,432.0,264.0,264.0,297.0,288.0,408.0,54.0,432.0,384.0,432.0,96.0,,274.0,240.0,264.0,264.0,264.0,144.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11761,192.0,274.0,264.0,108.0,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,144.0,432.0,264.0,264.0,297.0,288.0,408.0,54.0,432.0,384.0,432.0,96.0,,274.0,240.0,264.0,264.0,264.0,144.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11761,192.0,274.0,242.0,108.0,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,144.0,432.0,264.0,264.0,297.0,288.0,408.0,54.0,432.0,384.0,432.0,96.0,,274.0,240.0,264.0,264.0,264.0,144.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11761
2018-01-01,192.0,274.0,264.0,,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,144.0,432.0,264.0,264.0,289.0,288.0,408.0,54.0,432.0,384.0,432.0,96.0,,274.0,240.0,264.0,264.0,264.0,144.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11645,192.0,274.0,264.0,,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,144.0,432.0,264.0,264.0,289.0,288.0,408.0,54.0,432.0,384.0,432.0,96.0,,274.0,240.0,264.0,264.0,264.0,144.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11645,192.0,274.0,264.0,,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,144.0,432.0,264.0,264.0,289.0,288.0,408.0,54.0,432.0,384.0,432.0,96.0,,274.0,240.0,264.0,264.0,264.0,144.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11645,192.0,274.0,242.0,,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,144.0,432.0,264.0,264.0,289.0,288.0,408.0,54.0,432.0,384.0,432.0,96.0,,274.0,240.0,264.0,264.0,264.0,144.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11645
2018-04-01,192.0,274.0,264.0,,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,144.0,432.0,264.0,264.0,289.0,288.0,408.0,,432.0,384.0,432.0,96.0,,274.0,240.0,264.0,264.0,264.0,144.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11591,192.0,274.0,264.0,,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,144.0,432.0,264.0,264.0,289.0,288.0,408.0,,432.0,384.0,432.0,96.0,,274.0,240.0,264.0,264.0,264.0,144.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11591,192.0,274.0,264.0,,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,144.0,432.0,264.0,264.0,289.0,288.0,408.0,,432.0,384.0,432.0,96.0,,274.0,240.0,264.0,264.0,264.0,144.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11591,192.0,274.0,242.0,,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,144.0,432.0,264.0,264.0,289.0,288.0,408.0,,432.0,384.0,432.0,96.0,,274.0,240.0,264.0,264.0,264.0,144.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11591
2018-07-01,,264.0,72.0,,,,,,,,,,,,,,,,432.0,,,,,,,,,,,,,,,,,,,,288.0,,,,288.0,1272,,264.0,72.0,,,,,,,,,,,,,,,,432.0,,,,,,,,,,,,,,,,,,,,288.0,,,,288.0,1272,,264.0,72.0,,,,,,,,,,,,,,,,432.0,,,,,,,,,,,,,,,,,,,,288.0,,,,288.0,1272,,264.0,0.0,,,,,,,,,,,,,,,,432.0,,,,,,,,,,,,,,,,,,,,288.0,,,,288.0,1272
All,7680.0,25212.0,22660.0,4320.0,24816.0,19536.0,40320.0,39456.0,24816.0,24816.0,26880.0,26880.0,26880.0,26880.0,26880.0,26880.0,43776.0,10560.0,66960.0,28944.0,24720.0,27806.0,27072.0,37296.0,1710.0,40608.0,36000.0,40320.0,7104.0,,25372.0,38880.0,24720.0,24720.0,24720.0,12768.0,24816.0,24720.0,27168.0,26832.0,50880.0,9840.0,27648.0,1130872,7680.0,25212.0,22660.0,4320.0,24816.0,19536.0,40320.0,39456.0,24816.0,24816.0,26880.0,26880.0,26880.0,26880.0,26880.0,26880.0,43776.0,10560.0,66960.0,28944.0,24720.0,27806.0,27072.0,37296.0,1710.0,40608.0,36000.0,40320.0,7104.0,,25372.0,38880.0,24720.0,24720.0,24720.0,12768.0,24816.0,24720.0,27168.0,26832.0,50880.0,9840.0,27648.0,1130872,7680.0,25212.0,22660.0,4320.0,24816.0,19536.0,40320.0,39456.0,24816.0,24816.0,26880.0,26880.0,26880.0,26880.0,26880.0,26880.0,43776.0,10560.0,66960.0,28944.0,24720.0,27806.0,27072.0,37296.0,1710.0,40608.0,36000.0,40320.0,7104.0,,25372.0,38880.0,24720.0,24720.0,24720.0,12768.0,24816.0,24720.0,27168.0,26832.0,50880.0,9840.0,27648.0,1130872,7680.0,25212.0,22660.0,4320.0,24816.0,19536.0,40320.0,39456.0,24816.0,24816.0,26880.0,26880.0,26880.0,26880.0,26880.0,26880.0,43776.0,10560.0,66960.0,28944.0,24720.0,27806.0,27072.0,37296.0,1710.0,40608.0,36000.0,40320.0,7104.0,,25372.0,38880.0,24720.0,24720.0,24720.0,12768.0,24816.0,24720.0,27168.0,26832.0,50880.0,9840.0,27648.0,1130872
