,nace_r2,nace_r2,nace_r2,nace_r2,nace_r2,nace_r2,nace_r2,nace_r2,nace_r2,nace_r2,nace_r2,nace_r2,nace_r2,nace_r2,nace_r2,nace_r2,nace_r2,nace_r2,nace_r2,nace_r2,nace_r2,nace_r2,nace_r2,nace_r2,nace_r2,nace_r2,nace_r2,nace_r2,nace_r2,nace_r2,nace_r2,nace_r2,nace_r2,nace_r2,nace_r2,nace_r2,nace_r2,nace_r2,nace_r2,nace_r2,nace_r2,nace_r2,nace_r2,nace_r2,s_adj,s_adj,s_adj,s_adj,s_adj,s_adj,s_adj,s_adj,s_adj,s_adj,s_adj,s_adj,s_adj,s_adj,s_adj,s_adj,s_adj,s_adj,s_adj,s_adj,s_adj,s_adj,s_adj,s_adj,s_adj,s_adj,s_adj,s_adj,s_adj,s_adj,s_adj,s_adj,s_adj,s_adj,s_adj,s_adj,s_adj,s_adj,s_adj,s_adj,s_adj,s_adj,s_adj,s_adj,unit,unit,unit,unit,unit,unit,unit,unit,unit,unit,unit,unit,unit,unit,unit,unit,unit,unit,unit,unit,unit,unit,unit,unit,unit,unit,unit,unit,unit,unit,unit,unit,unit,unit,unit,unit,unit,unit,unit,unit,unit,unit,unit,unit,values,values,values,values,values,values,values,values,values,values,values,values,values,values,values,values,values,values,values,values,values,values,values,values,values,values,values,values,values,values,values,values,values,values,values,values,values,values,values,values,values,values,values,values
2001-10-01,,274.0,264.0,,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,144.0,432.0,264.0,264.0,297.0,288.0,432.0,,432.0,384.0,432.0,96.0,,274.0,240.0,264.0,264.0,264.0,120.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11383,,274.0,264.0,,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,144.0,432.0,264.0,264.0,297.0,288.0,432.0,,432.0,384.0,432.0,96.0,,274.0,240.0,264.0,264.0,264.0,120.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11383,,274.0,264.0,,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,144.0,432.0,264.0,264.0,297.0,288.0,432.0,,432.0,384.0,432.0,96.0,,274.0,240.0,264.0,264.0,264.0,120.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11383,,274.0,242.0,,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,144.0,432.0,264.0,264.0,297.0,288.0,408.0,,432.0,384.0,432.0,96.0,,274.0,240.0,264.0,264.0,264.0,120.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11383
2002-01-01,,274.0,264.0,,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,144.0,432.0,264.0,264.0,297.0,288.0,432.0,,432.0,384.0,432.0,96.0,,274.0,240.0,264.0,264.0,264.0,132.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11395,,274.0,264.0,,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,144.0,432.0,264.0,264.0,297.0,288.0,432.0,,432.0,384.0,432.0,96.0,,274.0,240.0,264.0,264.0,264.0,132.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11395,,274.0,264.0,,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,144.0,432.0,264.0,264.0,297.0,288.0,432.0,,432.0,384.0,432.0,96.0,,274.0,240.0,264.0,264.0,264.0,132.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11395,,274.0,242.0,,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,144.0,432.0,264.0,264.0,297.0,288.0,408.0,,432.0,384.0,432.0,96.0,,274.0,240.0,264.0,264.0,264.0,132.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11395
2002-04-01,,274.0,264.0,,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,144.0,432.0,264.0,264.0,297.0,288.0,432.0,,432.0,384.0,432.0,96.0,,274.0,240.0,264.0,264.0,264.0,132.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11395,,274.0,264.0,,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,144.0,432.0,264.0,264.0,297.0,288.0,432.0,,432.0,384.0,432.0,96.0,,274.0,240.0,264.0,264.0,264.0,132.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11395,,274.0,264.0,,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,144.0,432.0,264.0,264.0,297.0,288.0,432.0,,432.0,384.0,432.0,96.0,,274.0,240.0,264.0,264.0,264.0,132.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11395,,274.0,242.0,,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,144.0,432.0,264.0,264.0,297.0,288.0,408.0,,432.0,384.0,432.0,96.0,,274.0,240.0,264.0,264.0,264.0,132.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11395
2002-07-01,,274.0,264.0,,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,144.0,432.0,264.0,264.0,297.0,288.0,432.0,,432.0,384.0,432.0,96.0,,274.0,240.0,264.0,264.0,264.0,132.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11395,,274.0,264.0,,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,144.0,432.0,264.0,264.0,297.0,288.0,432.0,,432.0,384.0,432.0,96.0,,274.0,240.0,264.0,264.0,264.0,132.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11395,,274.0,264.0,,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,144.0,432.0,264.0,264.0,297.0,288.0,432.0,,432.0,384.0,432.0,96.0,,274.0,240.0,264.0,264.0,264.0,132.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11395,,274.0,242.0,,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,144.0,432.0,264.0,264.0,297.0,288.0,408.0,,432.0,384.0,432.0,96.0,,274.0,240.0,264.0,264.0,264.0,132.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11395
2002-10-01,,274.0,264.0,,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,144.0,432.0,264.0,264.0,297.0,288.0,432.0,,432.0,384.0,432.0,96.0,,274.0,240.0,264.0,264.0,264.0,132.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11395,,274.0,264.0,,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,144.0,432.0,264.0,264.0,297.0,288.0,432.0,,432.0,384.0,432.0,96.0,,274.0,240.0,264.0,264.0,264.0,132.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11395,,274.0,264.0,,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,144.0,432.0,264.0,264.0,297.0,288.0,432.0,,432.0,384.0,432.0,96.0,,274.0,240.0,264.0,264.0,264.0,132.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11395,,274.0,242.0,,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,144.0,432.0,264.0,264.0,297.0,288.0,408.0,,432.0,384.0,432.0,96.0,,274.0,240.0,264.0,264.0,264.0,132.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11395
2003-01-01,,274.0,264.0,,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,144.0,432.0,264.0,264.0,297.0,288.0,432.0,,432.0,384.0,432.0,96.0,,274.0,240.0,264.0,264.0,264.0,144.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11407,,274.0,264.0,,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,144.0,432.0,264.0,264.0,297.0,288.0,432.0,,432.0,384.0,432.0,96.0,,274.0,240.0,264.0,264.0,264.0,144.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11407,,274.0,264.0,,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,144.0,432.0,264.0,264.0,297.0,288.0,432.0,,432.0,384.0,432.0,96.0,,274.0,240.0,264.0,264.0,264.0,144.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11407,,274.0,242.0,,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,144.0,432.0,264.0,264.0,297.0,288.0,408.0,,432.0,384.0,432.0,96.0,,274.0,240.0,264.0,264.0,264.0,144.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11407
2003-04-01,,274.0,264.0,,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,144.0,432.0,264.0,264.0,297.0,288.0,432.0,,432.0,384.0,432.0,96.0,,274.0,240.0,264.0,264.0,264.0,144.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11407,,274.0,264.0,,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,144.0,432.0,264.0,264.0,297.0,288.0,432.0,,432.0,384.0,432.0,96.0,,274.0,240.0,264.0,264.0,264.0,144.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11407,,274.0,264.0,,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,144.0,432.0,264.0,264.0,297.0,288.0,432.0,,432.0,384.0,432.0,96.0,,274.0,240.0,264.0,264.0,264.0,144.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11407,,274.0,242.0,,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,144.0,432.0,264.0,264.0,297.0,288.0,408.0,,432.0,384.0,432.0,96.0,,274.0,240.0,264.0,264.0,264.0,144.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11407
2003-07-01,,274.0,264.0,,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,144.0,432.0,264.0,264.0,297.0,288.0,432.0,,432.0,384.0,432.0,96.0,,274.0,240.0,264.0,264.0,264.0,144.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11407,,274.0,264.0,,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,144.0,432.0,264.0,264.0,297.0,288.0,432.0,,432.0,384.0,432.0,96.0,,274.0,240.0,264.0,264.0,264.0,144.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11407,,274.0,264.0,,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,144.0,432.0,264.0,264.0,297.0,288.0,432.0,,432.0,384.0,432.0,96.0,,274.0,240.0,264.0,264.0,264.0,144.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11407,,274.0,242.0,,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,144.0,432.0,264.0,264.0,297.0,288.0,408.0,,432.0,384.0,432.0,96.0,,274.0,240.0,264.0,264.0,264.0,144.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11407
2003-10-01,,274.0,264.0,,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,144.0,432.0,264.0,264.0,297.0,288.0,432.0,,432.0,384.0,432.0,96.0,,274.0,240.0,264.0,264.0,264.0,144.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11407,,274.0,264.0,,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,144.0,432.0,264.0,264.0,297.0,288.0,432.0,,432.0,384.0,432.0,96.0,,274.0,240.0,264.0,264.0,264.0,144.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11407,,274.0,264.0,,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,144.0,432.0,264.0,264.0,297.0,288.0,432.0,,432.0,384.0,432.0,96.0,,274.0,240.0,264.0,264.0,264.0,144.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11407,,274.0,242.0,,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,144.0,432.0,264.0,264.0,297.0,288.0,408.0,,432.0,384.0,432.0,96.0,,274.0,240.0,264.0,264.0,264.0,144.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11407
2004-01-01,,274.0,264.0,,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,144.0,432.0,264.0,264.0,297.0,288.0,432.0,,432.0,384.0,432.0,96.0,,274.0,240.0,264.0,264.0,264.0,144.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11407,,274.0,264.0,,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,144.0,432.0,264.0,264.0,297.0,288.0,432.0,,432.0,384.0,432.0,96.0,,274.0,240.0,264.0,264.0,264.0,144.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11407,,274.0,264.0,,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,144.0,432.0,264.0,264.0,297.0,288.0,432.0,,432.0,384.0,432.0,96.0,,274.0,240.0,264.0,264.0,264.0,144.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11407,,274.0,242.0,,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,144.0,432.0,264.0,264.0,297.0,288.0,408.0,,432.0,384.0,432.0,96.0,,274.0,240.0,264.0,264.0,264.0,144.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11407
2004-04-01,,274.0,264.0,,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,144.0,432.0,264.0,264.0,297.0,288.0,432.0,,432.0,384.0,432.0,96.0,,274.0,240.0,264.0,264.0,264.0,144.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11407,,274.0,264.0,,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,144.0,432.0,264.0,264.0,297.0,288.0,432.0,,432.0,384.0,432.0,96.0,,274.0,240.0,264.0,264.0,264.0,144.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11407,,274.0,264.0,,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,144.0,432.0,264.0,264.0,297.0,288.0,432.0,,432.0,384.0,432.0,96.0,,274.0,240.0,264.0,264.0,264.0,144.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11407,,274.0,242.0,,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,144.0,432.0,264.0,264.0,297.0,288.0,408.0,,432.0,384.0,432.0,96.0,,274.0,240.0,264.0,264.0,264.0,144.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11407
2004-07-01,,274.0,264.0,,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,144.0,432.0,264.0,264.0,297.0,288.0,432.0,,432.0,384.0,432.0,96.0,,274.0,240.0,264.0,264.0,264.0,144.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11407,,274.0,264.0,,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,144.0,432.0,264.0,264.0,297.0,288.0,432.0,,432.0,384.0,432.0,96.0,,274.0,240.0,264.0,264.0,264.0,144.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11407,,274.0,264.0,,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,144.0,432.0,264.0,264.0,297.0,288.0,432.0,,432.0,384.0,432.0,96.0,,274.0,240.0,264.0,264.0,264.0,144.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11407,,274.0,242.0,,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,144.0,432.0,264.0,264.0,297.0,288.0,408.0,,432.0,384.0,432.0,96.0,,274.0,240.0,264.0,264.0,264.0,144.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11407
2004-10-01,,274.0,264.0,,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,144.0,432.0,264.0,264.0,297.0,288.0,432.0,,432.0,384.0,432.0,96.0,,274.0,240.0,264.0,264.0,264.0,144.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11407,,274.0,264.0,,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,144.0,432.0,264.0,264.0,297.0,288.0,432.0,,432.0,384.0,432.0,96.0,,274.0,240.0,264.0,264.0,264.0,144.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11407,,274.0,264.0,,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,144.0,432.0,264.0,264.0,297.0,288.0,432.0,,432.0,384.0,432.0,96.0,,274.0,240.0,264.0,264.0,264.0,144.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11407,,274.0,242.0,,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,144.0,432.0,264.0,264.0,297.0,288.0,408.0,,432.0,384.0,432.0,96.0,,274.0,240.0,264.0,264.0,264.0,144.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11407
2005-01-01,,274.0,264.0,,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,144.0,432.0,264.0,264.0,297.0,288.0,432.0,,432.0,384.0,432.0,96.0,,274.0,240.0,264.0,264.0,264.0,144.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11407,,274.0,264.0,,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,144.0,432.0,264.0,264.0,297.0,288.0,432.0,,432.0,384.0,432.0,96.0,,274.0,240.0,264.0,264.0,264.0,144.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11407,,274.0,264.0,,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,144.0,432.0,264.0,264.0,297.0,288.0,432.0,,432.0,384.0,432.0,96.0,,274.0,240.0,264.0,264.0,264.0,144.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11407,,274.0,242.0,,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,144.0,432.0,264.0,264.0,297.0,288.0,408.0,,432.0,384.0,432.0,96.0,,274.0,240.0,264.0,264.0,264.0,144.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11407
2005-04-01,,274.0,264.0,,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,144.0,432.0,264.0,264.0,297.0,288.0,432.0,,432.0,384.0,432.0,96.0,,274.0,240.0,264.0,264.0,264.0,144.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11407,,274.0,264.0,,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,144.0,432.0,264.0,264.0,297.0,288.0,432.0,,432.0,384.0,432.0,96.0,,274.0,240.0,264.0,264.0,264.0,144.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11407,,274.0,264.0,,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,144.0,432.0,264.0,264.0,297.0,288.0,432.0,,432.0,384.0,432.0,96.0,,274.0,240.0,264.0,264.0,264.0,144.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11407,,274.0,242.0,,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,144.0,432.0,264.0,264.0,297.0,288.0,408.0,,432.0,384.0,432.0,96.0,,274.0,240.0,264.0,264.0,264.0,144.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11407
2005-07-01,,274.0,264.0,,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,144.0,432.0,264.0,264.0,297.0,288.0,432.0,,432.0,384.0,432.0,96.0,,274.0,240.0,264.0,264.0,264.0,144.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11407,,274.0,264.0,,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,144.0,432.0,264.0,264.0,297.0,288.0,432.0,,432.0,384.0,432.0,96.0,,274.0,240.0,264.0,264.0,264.0,144.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11407,,274.0,264.0,,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,144.0,432.0,264.0,264.0,297.0,288.0,432.0,,432.0,384.0,432.0,96.0,,274.0,240.0,264.0,264.0,264.0,144.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11407,,274.0,242.0,,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,144.0,432.0,264.0,264.0,297.0,288.0,408.0,,432.0,384.0,432.0,96.0,,274.0,240.0,264.0,264.0,264.0,144.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11407
2005-10-01,,274.0,264.0,,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,144.0,432.0,264.0,264.0,297.0,288.0,432.0,,432.0,384.0,432.0,96.0,,274.0,240.0,264.0,264.0,264.0,144.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11407,,274.0,264.0,,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,144.0,432.0,264.0,264.0,297.0,288.0,432.0,,432.0,384.0,432.0,96.0,,274.0,240.0,264.0,264.0,264.0,144.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11407,,274.0,264.0,,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,144.0,432.0,264.0,264.0,297.0,288.0,432.0,,432.0,384.0,432.0,96.0,,274.0,240.0,264.0,264.0,264.0,144.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11407,,274.0,242.0,,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,144.0,432.0,264.0,264.0,297.0,288.0,408.0,,432.0,384.0,432.0,96.0,,274.0,240.0,264.0,264.0,264.0,144.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11407
2006-01-01,,274.0,264.0,,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,144.0,432.0,264.0,264.0,297.0,288.0,432.0,,432.0,384.0,432.0,96.0,,274.0,240.0,264.0,264.0,264.0,144.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11407,,274.0,264.0,,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,144.0,432.0,264.0,264.0,297.0,288.0,432.0,,432.0,384.0,432.0,96.0,,274.0,240.0,264.0,264.0,264.0,144.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11407,,274.0,264.0,,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,144.0,432.0,264.0,264.0,297.0,288.0,432.0,,432.0,384.0,432.0,96.0,,274.0,240.0,264.0,264.0,264.0,144.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11407,,274.0,242.0,,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,144.0,432.0,264.0,264.0,297.0,288.0,408.0,,432.0,384.0,432.0,96.0,,274.0,240.0,264.0,264.0,264.0,144.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11407
2006-04-01,,274.0,264.0,,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,144.0,432.0,264.0,264.0,297.0,288.0,432.0,,432.0,384.0,432.0,96.0,,274.0,240.0,264.0,264.0,264.0,144.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11407,,274.0,264.0,,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,144.0,432.0,264.0,264.0,297.0,288.0,432.0,,432.0,384.0,432.0,96.0,,274.0,240.0,264.0,264.0,264.0,144.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11407,,274.0,264.0,,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,144.0,432.0,264.0,264.0,297.0,288.0,432.0,,432.0,384.0,432.0,96.0,,274.0,240.0,264.0,264.0,264.0,144.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11407,,274.0,242.0,,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,144.0,432.0,264.0,264.0,297.0,288.0,408.0,,432.0,384.0,432.0,96.0,,274.0,240.0,264.0,264.0,264.0,144.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11407
2006-07-01,,274.0,264.0,,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,144.0,432.0,264.0,264.0,297.0,288.0,432.0,,432.0,384.0,432.0,96.0,,274.0,240.0,264.0,264.0,264.0,144.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11407,,274.0,264.0,,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,144.0,432.0,264.0,264.0,297.0,288.0,432.0,,432.0,384.0,432.0,96.0,,274.0,240.0,264.0,264.0,264.0,144.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11407,,274.0,264.0,,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,144.0,432.0,264.0,264.0,297.0,288.0,432.0,,432.0,384.0,432.0,96.0,,274.0,240.0,264.0,264.0,264.0,144.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11407,,274.0,242.0,,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,144.0,432.0,264.0,264.0,297.0,288.0,408.0,,432.0,384.0,432.0,96.0,,274.0,240.0,264.0,264.0,264.0,144.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11407
